cluster,gene,logFC
CD8 T Proliferating,MAD2L2,1.11462302287344
CD8 T Proliferating,MT2A,0.806627995212613
CD8 T Proliferating,PRDX2,0.940025289137886
CD8 T Proliferating,LSM2,0.889994418054705
CD8 T Proliferating,PAFAH1B3,1.21940839677882
CD8 T Proliferating,DNAJC9,0.957398842547013
CD8 T Proliferating,CXCL13,0.813619521438704
CD8 T Proliferating,NAA38,1.07940103998187
CD8 T Proliferating,FABP5,0.750894048924474
CD8 T Proliferating,HINT2,1.08633072985992
CD8 T Proliferating,YEATS4,1.1518101944357
CD8 T Proliferating,BANF1,0.833302072258554
CD8 T Proliferating,SIVA1,0.852441442799746
CD8 T Proliferating,PHPT1,0.888096279673698
CD8 T Proliferating,RANBP1,0.94974960647536
CD8 T Proliferating,SHMT2,1.0532811580793
CD8 T Proliferating,SNRPA,0.878708593695541
CD8 T Proliferating,RPA3,0.911423419954142
CD8 T Proliferating,SNRNP25,1.26716017799186
CD8 T Proliferating,HMGB3,1.19368886113388
CD8 T Proliferating,CDC25B,1.11058657896109
CD8 T Proliferating,SAE1,1.09149843123049
CD8 T Proliferating,TALDO1,0.856745791726127
CD8 T Proliferating,H2AFX,0.729707505260628
CD8 T Proliferating,HSPB11,1.0184570473025
CD8 T Proliferating,GSTP1,0.759826118457689
CD8 T Proliferating,PTMS,0.729282885386966
CD8 T Proliferating,MRPL11,1.04169893716277
CD8 T Proliferating,BLOC1S1,1.10206912699569
CD8 T Proliferating,IFI27L2,0.764035123070275
CD8 T Proliferating,MYL6B,1.04741208086023
CD8 T Proliferating,PYCARD,0.945426142716321
CD8 T Proliferating,CARHSP1,0.728004172692247
CD8 T Proliferating,C12orf75,0.769213776233856
CD8 T Proliferating,PPIH,0.979369833767914
CD8 T Proliferating,DCTN3,0.809329600818333
CD8 T Proliferating,MTHFD2,0.707145842272045
CD8 T Proliferating,ZFP36,-0.868533972846876
CD8 T Proliferating,SSRP1,0.903922311670538
CD8 T Proliferating,FDPS,0.910686989657233
CD8 T Proliferating,FIBP,0.838107103478795
CD8 T Proliferating,USP1,0.859739957691168
CD8 T Proliferating,ACAT2,0.930169386081837
CD8 T Proliferating,NDUFS8,0.736613294924594
CD8 T Proliferating,AKR7A2,0.992467940321111
CD8 T Proliferating,UBE2S,0.754443108945834
CD8 T Proliferating,TSTD1,0.702351675454634
CD8 T Proliferating,MZT2A,0.793533236584073
CD8 T Proliferating,CD70,0.88799227175751
CD8 T Proliferating,PRDX3,0.826204964705124
CD8 T Proliferating,PNKD,0.922550671808227
CD8 T Proliferating,LGALS1,0.805427393478848
CD8 T Proliferating,MZT2B,0.775547458031844
CD8 T Proliferating,MT1F,0.755324566180538
CD8 T Proliferating,DDX39A,0.70223498563609
CD8 T Proliferating,ACOT7,0.977384306511616
CD8 T Proliferating,MCRIP1,0.766723905538813
CD8 T Proliferating,HPRT1,0.779983508378569
CD8 T Proliferating,CD38,0.69592737243452
CD8 T Proliferating,LMNB1,0.712402971365992
CD8 T Proliferating,LSM3,0.726803511941468
CD8 T Proliferating,RPS29,-0.813848321533008
CD8 T Proliferating,MIS18BP1,0.805688430970517
CD8 T Proliferating,IL7R,-1.56414257459221
CD8 T Proliferating,WDR54,0.808911575534618
CD8 T Proliferating,VPS29,0.705347381069802
CD8 T Proliferating,CKAP2,0.829839249505603
CD8 T Proliferating,PSIP1,0.790924148424122
CD8 T Proliferating,SMC3,0.709626552422865
CD8 T Proliferating,CDK4,0.820891715081441
CD8 T Proliferating,PFKL,0.79430674873001
CD8 T Proliferating,NCAPH2,0.893414947684091
CD8 T Proliferating,YIF1B,0.771505840602145
CD8 T Proliferating,MRPL37,0.700758324102192
CD8 T Proliferating,POLD2,0.88060282141022
CD8 T Proliferating,POP7,0.730460626105443
CD8 T Proliferating,LSM5,0.696359095045656
CD8 T Proliferating,RBBP8,0.825137804647912
CD8 T Proliferating,NENF,0.698947154444847
CD8 T Proliferating,GPAA1,0.726642920363959
CD8 T Proliferating,H1FX,0.710702814002414
CD8 T Proliferating,LMNA,-0.699307609253945
CD8 T Proliferating,MCM6,0.696670063144658
CD8 T Proliferating,GPR183,-1.65303677008702
CD8 T Proliferating,ANXA1,-1.02494073299215
CD8 T Proliferating,CDCA4,0.714204784166081
CD8 T Proliferating,GZMM,-1.03223017903785
CD8 T Proliferating,TCF7,-1.29517909103832
CD8 T Proliferating,PBXIP1,-0.808615437171601
CD8 T Proliferating,MBP,-1.09939144924236
CD8 T Proliferating,GABARAPL1,-0.782818010286594
CD8 T Proliferating,PRNP,-0.999130278324767
CD8 T Proliferating,AHNAK,-0.767393651310085
CD8 T Proliferating,MARCKSL1,-0.903712470688546
CD8 T Proliferating,ANXA2,-0.711206692448973
CD8 T Proliferating,TSPYL2,-0.812617305350229
CD8 T Proliferating,CD55,-0.944366820044901
CD8 T Proliferating,AKNA,-0.805969566373261
CD8 T Proliferating,ABLIM1,-0.904832972764891
CD8 T Proliferating,KLRD1,-0.931573992336833
CD8 T Proliferating,PIK3R1,-0.802447396384992
CD8 T Proliferating,MAT2A,-0.776383633454622
CD8 T Proliferating,PBX4,-0.750409062385732
CD8 T Apoptotic,EEF1A1,-1.00190587903345
CD8 T Apoptotic,MALAT1,1.4981129964684
CD8 T Apoptotic,TMSB4X,-1.14622900235178
CD8 T Apoptotic,RPLP1,-0.893398544590045
CD8 T Apoptotic,TPT1,-1.01239615700289
CD8 T Apoptotic,RPL41,-0.866640230764693
CD8 T Apoptotic,RPS6,-1.07635749524637
CD8 T Apoptotic,RPS28,-1.06772247210301
CD8 T Apoptotic,RPL15,-0.949737739814398
CD8 T Apoptotic,PPIA,-1.185431211145
CD8 T Apoptotic,RPS14,-0.904340569879032
CD8 T Apoptotic,RPS27,-1.02544423341166
CD8 T Apoptotic,RPL9,-1.03804487493462
CD8 T Apoptotic,RPL39,-0.991322707455504
CD8 T Apoptotic,RPSA,-1.05188274504155
CD8 T Apoptotic,RPL23A,-0.948983179999296
CD8 T Apoptotic,RPS23,-0.86440740911855
CD8 T Apoptotic,RPS4X,-0.905350245563445
CD8 T Apoptotic,RPL10,-0.705186546990621
CD8 T Apoptotic,RPS12,-0.837360720363165
CD8 T Apoptotic,RPL21,-0.894295632578745
CD8 T Apoptotic,RPS15A,-0.782649327514714
CD8 T Apoptotic,RPS16,-0.970408322615148
CD8 T Apoptotic,RPLP2,-0.842474040212187
CD8 T Apoptotic,RPL35A,-0.834143335475501
CD8 T Apoptotic,RPS25,-0.840113188734481
CD8 T Apoptotic,RPS27A,-0.733817946694916
CD8 T Apoptotic,RPS3A,-0.786272210602061
CD8 T Apoptotic,MT-CO1,0.943195937040302
CD8 T Apoptotic,RPL18A,-0.760845348475553
CD8 T Apoptotic,RPL37,-0.895429994997428
CD8 T Apoptotic,RPS3,-0.747553927894794
CD8 T Apoptotic,RPL34,-0.845181034143581
CD8 T Apoptotic,RPL32,-0.773878419038926
CD8 T Apoptotic,RPL19,-0.744368111132263
CD8 T Apoptotic,RPS13,-0.789722768104684
CD8 T Apoptotic,UBA52,-0.960800050619596
CD8 T Apoptotic,MT-CO2,0.843867758441355
CD8 T Apoptotic,RPS29,-1.3055606444663
CD8 T Apoptotic,RPS7,-0.748179373292445
CD8 T Apoptotic,RPS9,-0.77791950522139
CD8 T Apoptotic,RPLP0,-0.771712268961839
CD8 T Apoptotic,RPL7A,-0.717485355053774
CD8 T Apoptotic,RPL3,-0.808226148532562
CD8 T Apoptotic,RPS18,-0.734940166643352
CD8 T Apoptotic,RPL27,-0.967778373081899
CD8 T Apoptotic,RPL8,-0.704941068843038
CD8 T Apoptotic,RPS5,-0.75905348293982
CD8 T Apoptotic,RPL6,-0.717506361299329
CD8 T Apoptotic,RPL26,-0.903798000912957
CD8 T Apoptotic,PFN1,-0.996504900556733
CD8 T Apoptotic,TOMM7,-1.04629345645469
CD8 T Apoptotic,RPS24,-0.704069876692929
CD8 T Apoptotic,SH3BGRL3,-0.830663058006412
CD8 T Apoptotic,FTH1,-0.718561387957385
CD8 T Apoptotic,RPL24,-0.726726818189172
CD8 T Apoptotic,CFL1,-0.84667256195603
CD8 T Apoptotic,RPL27A,-1.05914850495828
CD8 T Apoptotic,MT-CYB,1.0088104102571
CD8 T Apoptotic,RPS21,-0.859512581183788
CD8 T Apoptotic,RPL37A,-0.773945023884536
CD8 T Apoptotic,RPL36,-0.733682182405691
CD8 T Apoptotic,BTF3,-0.817643646145036
CD8 T Apoptotic,COX7C,-0.892721699808987
CD8 T Apoptotic,RPL10A,-0.758222484610911
CD8 T Apoptotic,ATP5F1E,-0.858816576410732
CD8 T Apoptotic,GAPDH,-0.695907008838304
CD8 T Apoptotic,ATP5MG,-0.8191588959888
CD8 T Apoptotic,RPL38,-1.0164802801249
CD8 T Apoptotic,RACK1,-0.751460799380566
CD8 T Apoptotic,MIF,-0.783540854762987
CD8 T Apoptotic,OST4,-0.868183518660114
CD8 T Apoptotic,RPL22,-0.800768544274311
CD8 T Apoptotic,HINT1,-0.845740562760568
CD8 T Apoptotic,RPL4,-0.819752972245194
CD8 T Apoptotic,FTL,-0.809896619431548
CD8 T Apoptotic,MT-ND4L,1.00297268366148
CD8 T Apoptotic,GABARAP,-0.881975362043928
CD8 T Apoptotic,COX7A2,-0.967096973554347
CD8 T Apoptotic,MYL12B,-0.777057820508424
CD8 T Apoptotic,RPS20,-0.922236096790842
CD8 T Apoptotic,ARHGDIB,-0.724150588090986
CD8 T Apoptotic,EEF1B2,-0.777486442197592
CD8 T Apoptotic,SOD1,-0.769788150777179
CD8 T Apoptotic,PSME1,-0.832597565827064
CD8 T Apoptotic,RPL36AL,-0.698071343206854
CD8 T Apoptotic,PRDX1,-0.95705161978361
CD8 T Apoptotic,CALM2,-0.747962567780855
CD8 T Apoptotic,COX8A,-0.907922852262001
CD8 T Apoptotic,COX6C,-1.05472374281709
CD8 T Apoptotic,EIF3F,-0.759302080609241
CD8 T Apoptotic,SLC25A5,-0.740004514917749
CD8 T Apoptotic,PRDX6,-1.10945835701391
CD8 T Apoptotic,UQCRB,-0.728550574501521
CD8 T Apoptotic,NDUFS5,-0.741424170127179
CD8 T Apoptotic,RHOA,-0.715146340358974
CD8 T Apoptotic,ATP5MC2,-0.776634582262255
CD8 T Apoptotic,GNG5,-0.762125248014369
CD8 T Apoptotic,ARPC3,-0.696587948860875
CD8 T Apoptotic,SEC61B,-0.697368320829379
CD8 T Apoptotic,NKG7,-0.76254352859058
CD8 T Apoptotic,COMMD6,-0.895567584050061
CD8 T Apoptotic,RARRES3,-0.936858833805299
CD8 T Apoptotic,S100A11,-0.763918340498436
CD8 T Apoptotic,S100A10,-0.796303431144983
CD8 T Apoptotic,MT-CO3,0.870923082918715
CD8 T Apoptotic,ALDOA,-0.744190344656147
CD8 T Apoptotic,ATP6V0E1,-0.718888680580089
CD8 T Apoptotic,RPL23,-0.701469803615976
CD8 T Apoptotic,ZFAS1,-0.792618847255148
CD8 T Apoptotic,UQCRH,-1.01710732166481
CD8 T Apoptotic,UQCR10,-0.846992434845606
CD8 T Apoptotic,COX7B,-0.843197340549283
CD8 T Apoptotic,MT-ND5,0.932547122394751
CD8 T Apoptotic,ATP5MC3,-0.769528776472842
CD8 T Apoptotic,FKBP1A,-0.976635743767709
CD8 T Apoptotic,COX6B1,-0.794062830487291
CD8 T Apoptotic,PARK7,-0.800526742561044
CD8 T Apoptotic,TXN,-0.856405151142378
CD8 T Apoptotic,ATP5MD,-0.883999774485918
CD8 T Apoptotic,DBI,-0.822644543653457
CD8 T Apoptotic,WDR83OS,-0.695236773402834
CD8 T Apoptotic,MT-ND2,1.14368241106196
CD8 T Apoptotic,MT-ND1,1.01722185043849
CD8 T Apoptotic,SNRPG,-0.880236767045825
CD8 T Apoptotic,COX5A,-0.793619570353016
CD8 T Apoptotic,PSMB3,-0.899117412215049
CD8 T Apoptotic,NDUFB2,-0.842268426999755
CD8 T Apoptotic,LDHB,-0.772571856238457
CD8 T Apoptotic,MT-ATP6,1.05140063204531
CD8 T Apoptotic,ATP5MF,-0.764080756598359
CD8 T Apoptotic,PEBP1,-0.721985583829431
CD8 T Apoptotic,HMGN2,-0.824501090844279
CD8 T Apoptotic,GSTP1,-0.840786756481132
CD8 T Apoptotic,SPCS1,-0.76004464936554
CD8 T Apoptotic,CRIP1,-0.911837177991085
CD8 T Apoptotic,BSG,-0.773657978323923
CD8 T Apoptotic,MT-ND4,1.01833408445002
CD8 T Apoptotic,RBX1,-1.01912417803927
CD8 T Apoptotic,CD52,-0.763831178087051
CD8 T Apoptotic,HIGD2A,-0.758912231759608
CD8 T Apoptotic,RPL36A,-0.78374453650437
CD8 T Apoptotic,PSME2,-0.716241722742687
CD8 T Apoptotic,PPP1CA,-0.708950203732553
CD8 T Apoptotic,SUMO1,-0.827648266860115
CD8 T Apoptotic,IFITM2,-0.712510898174151
CD8 T Apoptotic,SEC61G,-0.997753003237097
CD8 T Apoptotic,C4orf3,-0.973458522296237
CD8 T Apoptotic,UXT,-0.735207133689076
CD8 T Apoptotic,RPS4Y1,-0.914357341109329
CD8 T Apoptotic,NDUFB4,-0.976599162044051
CD8 T Apoptotic,EEF1G,-1.38312545312052
CD8 T Apoptotic,EIF3E,-0.793624485387753
CD8 T Apoptotic,CYSTM1,-0.883331821863679
CD8 T Apoptotic,ANXA2,-0.822797518552913
CD8 T Apoptotic,ATP5PB,-0.825776447946235
CD8 T Apoptotic,NDUFAB1,-0.988635948313511
CD8 T Apoptotic,GHITM,-0.738320263313355
CD8 T Apoptotic,APRT,-0.8696960900078
CD8 T Apoptotic,ATP5F1C,-1.02859519814885
CD8 T Apoptotic,MT-ND3,1.0716418349835
CD8 T Apoptotic,ATP5PF,-1.0172399350718
CD8 T Apoptotic,KRTCAP2,-0.703594435443552
CD8 T Apoptotic,NME2,-1.09326699123242
CD8 T Apoptotic,UQCR11,-0.770996142545994
CD8 T Apoptotic,ATP6V1F,-0.790837910732262
CD8 T Apoptotic,TMEM258,-0.879833146244538
CD8 T Apoptotic,TRAPPC1,-1.03189978099472
CD8 T Apoptotic,TOMM22,-0.849591134862901
CD8 T Apoptotic,SNRPF,-0.913438274693113
CD8 T Apoptotic,VAMP8,-0.727004735064065
CD8 T Apoptotic,TOMM5,-0.743949814301109
CD8 T Apoptotic,TSPO,-0.824595965481356
CD8 T Apoptotic,MDH2,-0.709936380198951
CD8 T Apoptotic,MRPL51,-0.953853714023366
CD8 T Apoptotic,GTF3C6,-0.907605813217336
CD8 T Apoptotic,NDUFA2,-0.714647752899378
CD8 T Apoptotic,NDUFA12,-0.78580906057422
CD8 T Apoptotic,ARPC1B,-0.774325898081562
CD8 T Apoptotic,COPS9,-0.881017183277023
CD8 T Apoptotic,GMFG,-0.810970504337333
CD8 T Apoptotic,SRI,-0.873174097614875
CD8 T Apoptotic,NUTF2,-1.00532945576081
CD8 T Apoptotic,PDCD5,-0.892388649806233
CD8 T Apoptotic,SEC11C,-0.774827729638408
CD8 T Apoptotic,SNRPC,-0.701109835374612
CD8 T Apoptotic,TALDO1,-0.874561717343631
CD8 T Apoptotic,SRP9,-0.704761751982938
CD8 T Apoptotic,PDCD6,-0.706722144120051
CD8 T Apoptotic,NEDD8,-0.886520935206903
CD8 T Apoptotic,DDT,-0.835635849281818
CD8 T Apoptotic,ASNA1,-0.80089776935924
CD8 T Apoptotic,NDUFAF3,-1.11826505008267
CD8 T Apoptotic,BANF1,-0.791543939381337
CD8 T Apoptotic,ABRACL,-0.763072570951419
CD8 T Apoptotic,IFITM3,-0.791236083619224
CD8 T Apoptotic,SMDT1,-0.71654411660204
CD8 T Apoptotic,COX17,-0.884636895806198
CD8 T Apoptotic,MGST3,-0.7999806359033
CD8 T Apoptotic,ACP1,-0.777849518274779
CD8 T Apoptotic,IFI6,-0.759781849363165
CD8 T Apoptotic,UBE2E3,-0.755455080284862
CD8 T Apoptotic,C4orf48,-0.699895298349348
CD8 T Apoptotic,SH3BGRL,-0.722628101375457
CD8 T Apoptotic,COX7A2L,-0.912834321081235
CD8 T Apoptotic,MRPL14,-0.824651690722625
CD8 T Apoptotic,TNFAIP3,0.985026900091363
CD8 T Apoptotic,LGALS3,-0.78299538572247
CD8 T Apoptotic,PYURF,-0.751288125676564
CD8 T Apoptotic,C14orf119,-0.737208326504274
CD8 T Apoptotic,HMGA1,-0.819327339196541
CD8 T Apoptotic,OCIAD2,-0.771834949683845
CD8 T Apoptotic,DPH3,-0.775845277614096
CD8 T Apoptotic,MT-ATP8,1.08111233729892
CD8 T Apoptotic,CXCL13,-1.06220082313193
CD8 T Apoptotic,NEAT1,1.88809469964393
CD8 T Apoptotic,FUS,1.1256286543932
CD8 T Apoptotic,HSPA1B,1.13435255695339
CD8 T Apoptotic,EIF4A1,0.740834740964395
CD8 T Apoptotic,JUN,0.790412936887291
CD8 T Apoptotic,RSRP1,1.28240852850773
CD8 T Apoptotic,TSPYL2,1.07991978269577
CD8 T Apoptotic,PPP1R15A,0.703598374812288
CD8 NK like-T,KLRC3,1.99860023844442
CD8 NK like-T,GNLY,2.10727756411664
CD8 NK like-T,CD300A,1.77697168643218
CD8 NK like-T,FTH1,0.869100025732397
CD8 NK like-T,PDE4A,1.58162870717574
CD8 NK like-T,HLA-DPA1,-2.2089496356298
CD8 NK like-T,KLRD1,0.917921767835579
CD8 NK like-T,MATK,1.36868263122785
CD8 NK like-T,CD74,-1.29142483147816
CD8 NK like-T,LAG3,-2.0249677978038
CD8 NK like-T,HLA-DRB1,-2.46712597896217
CD8 NK like-T,IL7R,0.718201499256853
CD8 NK like-T,PIK3R1,0.850705986133235
CD8 NK like-T,GPCPD1,1.06993129184602
CD8 NK like-T,HLA-DRB5,-1.7085486839945
CD8 NK like-T,HLA-DRA,-2.47613846463548
CD8 NK like-T,XCL1,0.921966290024517
CD8 NK like-T,HLA-DPB1,-1.53926612523589
CD8 NK like-T,TCF7,0.859965019593353
CD8 NK like-T,GZMA,-1.70927179773489
CD8 NK like-T,IFITM3,0.946147389292738
CD8 NK like-T,CXCL13,-4.86715451869934
CD8 NK like-T,PRKX,0.944612869886519
CD8 NK like-T,CAST,0.756493738804445
CD8 NK like-T,NKG7,-0.913200348070426
CD8 NK like-T,HLA-DQA1,-2.48661860925632
CD8 NK like-T,LDLRAD4,0.922202708220524
CD8 NK like-T,XCL2,0.922959734357723
CD8 NK like-T,CD2,-0.908550346366193
CD8 NK like-T,CD8B,-1.0191212408543
CD8 NK like-T,DUSP4,-0.830388605605364
CD8 NK like-T,BATF,-1.39653152026318
CD8 NK like-T,VCAM1,-2.95872812148535
CD8 NK like-T,HSPH1,-1.17481315169266
CD8 NK like-T,PLSCR1,0.700303626827144
CD8 NK like-T,GZMK,-1.19175286327304
CD8 NK like-T,JUN,-0.895875215397213
CD8 NK like-T,CCL4,-2.35576499105889
CD8 NK like-T,GZMH,-1.64899613045741
CD8 NK like-T,HSP90AA1,-0.893612375038096
CD8 NK like-T,BACH2,0.87003546533022
CD8 NK like-T,ID3,0.82696670171847
CD8 NK like-T,CD27,-1.240426308732
CD8 NK like-T,PTMS,-1.51035665281251
CD8 NK like-T,LSP1,-0.828269227681155
CD8 NK like-T,CMSS1,0.953386757041569
CD8 NK like-T,ICOS,-1.96818239020379
CD8 NK like-T,SATB1,0.83098952475022
CD8 NK like-T,BCL2A1,0.828014441651823
CD8 NK like-T,LGALS1,-1.23858529335946
CD8 NK like-T,HSPA1A,-1.52525296771826
CD8 NK like-T,SETD2,0.699121674343078
CD8 NK like-T,PITPNC1,0.714862056131606
CD8 NK like-T,PMAIP1,-1.10103902528322
CD8 NK like-T,DNAJB1,-1.66835247690249
CD8 NK like-T,HLA-DMA,-1.72552483759029
CD8 NK like-T,HLA-DQB1,-1.36974537225938
CD8 NK like-T,PPP1R2,-0.790098231375659
CD8 NK like-T,H2AFJ,0.782399925798889
CD8 NK like-T,FYB1,-1.01740498869384
CD8 NK like-T,SYNGR2,-0.920951755276411
CD8 NK like-T,CYTOR,-0.975268369057912
CD8 NK like-T,GZMB,-0.924113165662435
CD8 NK like-T,PPP1R15A,-0.722463107652427
CD8 NK like-T,HSPB1,-1.16250777401521
CD8 NK like-T,HNRNPLL,-0.872730669081363
CD8 NK like-T,HERPUD1,-0.840554497563788
CD8 NK like-T,MT1X,-1.01620619743902
CD8 NK like-T,SH3KBP1,-0.930194873316626
CD8 NK like-T,HSPA1B,-2.28739296595683
CD8 NK like-T,CACYBP,-0.803284578023563
CD8 NK like-T,CD82,-0.748567321004587
CD8 NK like-T,LBH,-0.767571972157436
CD8 NK like-T,ALOX5AP,-1.17381309923051
CD8 NK like-T,NR4A2,-0.893358494012664
CD8 NK like-T,JUNB,-0.958845796424434
CD8 NK like-T,FKBP4,-0.991974384417088
CD8 NK like-T,DNAJA1,-0.78360271166691
CD8 NK like-T,JMJD6,-0.732756442791507
CD8 NK like-T,CD3G,-0.806209518079707
CD8 NK like-T,RGS2,-0.933258330332063
CD8 NK like-T,HMGB2,-0.803328786135712
CD8 NK like-T,RGS1,-0.872967222501326
CD8 NK like-T,WNK1,-0.803378572625741
CD8 NK like-T,CTSC,-0.788821016610133
CD8 NK like-T,NFKBIA,-0.778312070959342
CD8 NK like-T,TCP1,-0.765765021554138
CD8 NK like-T,RAB27A,-0.706396408550625
CD8 NK like-T,PLK3,-0.773400326131854
CD8 NK like-T,DUSP1,-0.859848380171624
CD8 NK like-T,CARD16,-0.772269851206192
CD8 NK like-T,PRF1,-0.705467224471691
CD8 NK like-T,FOSB,-0.747099420954719
CD8 NK like-T,RHOB,-0.718013993011831
CD8 NK like-T,ZC3H12A,-0.754217781956887
CD8 T Terminally Exhausted,TRAV22,4.16495750294911
CD8 T Terminally Exhausted,TRAV20,4.14134403626614
CD8 T Terminally Exhausted,TRBV4-1,3.73431503161599
CD8 T Terminally Exhausted,HLA-DRB1,1.24103851848812
CD8 T Terminally Exhausted,CXCL13,1.4359608070844
CD8 T Terminally Exhausted,CD74,1.00327033996657
CD8 T Terminally Exhausted,HLA-DPA1,1.13319519587492
CD8 T Terminally Exhausted,HLA-DRA,1.21612385009702
CD8 T Terminally Exhausted,HLA-DQA1,1.17118488019411
CD8 T Terminally Exhausted,HLA-DPB1,1.07440341899804
CD8 T Terminally Exhausted,VCAM1,1.15767247679541
CD8 T Terminally Exhausted,CD27,1.00017044545426
CD8 T Terminally Exhausted,PON2,1.69637588055376
CD8 T Terminally Exhausted,NKG7,0.738508847216786
