,gene_symbol,alias
12735,RP11-278I4.2,RP11-278I4.2
12737,RP11-4K16.2,RP11-4K16.2
12742,KB-1471A8.1,KB-1471A8.1
12751,RP11-369K17.1,RP11-369K17.1
12754,RP11-3G20.2,RP11-3G20.2
12755,RP11-94A24.1,RP11-94A24.1
12756,RP11-96B2.1,RP11-96B2.1
12758,RP11-973F15.2,RP11-973F15.2
12760,RP11-44N11.3,RP11-44N11.3
12762,RP11-557C18.4,RP11-557C18.4
12763,RP11-557C18.3,RP11-557C18.3
12767,RP11-539E17.5,RP11-539E17.5
12775,CTD-2552K11.2,CTD-2552K11.2
12780,RP11-959I15.4,RP11-959I15.4
12782,RP11-37N22.1,RP11-37N22.1
12783,RP11-383J24.1,RP11-383J24.1
12793,RP11-1082L8.4,RP11-1082L8.4
12794,RP11-1082L8.3,RP11-1082L8.3
12797,RP11-6D1.3,RP11-6D1.3
12800,WASHC5-AS1,KIAA0196-AS1
12802,RP11-550A5.2,RP11-550A5.2
12804,RP11-136O12.2,RP11-136O12.2
12806,RP11-65D17.1,RP11-65D17.1
12807,RP11-103H7.2,RP11-103H7.2
12809,RP11-103H7.5,RP11-103H7.5
12810,RP11-89K10.1,RP11-89K10.1
12811,RP11-351C8.1,RP11-351C8.1
12817,CASC21,CASC21
12823,AC026248.1,AC026248.1
12824,LINC00976,LINC00976
12825,LINC00977,LINC00977
12828,RP11-473O4.5,RP11-473O4.5
12830,RP11-473O4.4,RP11-473O4.4
12831,RP11-473O4.3,RP11-473O4.3
12833,KB-1568E2.1,KB-1568E2.1
12835,CTD-2501M5.1,CTD-2501M5.1
12852,CTD-2342N23.3,CTD-2342N23.3
12855,NCRNA00250,NCRNA00250
12856,RP11-1057B8.2,RP11-1057B8.2
12859,RP11-431D12.1,RP11-431D12.1
12860,RP11-30J20.1,RP11-30J20.1
12861,RP11-238K6.1,RP11-238K6.1
12862,RP11-489O18.1,RP11-489O18.1
12865,RP11-398H6.1,RP11-398H6.1
12873,RP11-128L5.1,RP11-128L5.1
12877,RP11-10J21.4,RP11-10J21.4
12878,RP11-10J21.3,RP11-10J21.3
12879,RP11-10J21.5,RP11-10J21.5
12882,CTD-3064M3.4,CTD-3064M3.4
12886,RP13-467H17.1,RP13-467H17.1
12889,AP006547.3,AP006547.3
12893,CTD-2292P10.4,CTD-2292P10.4
12895,CTD-2292P10.2,CTD-2292P10.2
12898,RP11-706C16.7,RP11-706C16.7
12901,RP11-706C16.8,RP11-706C16.8
12905,RP11-520P18.5,RP11-520P18.5
12909,RP13-582O9.6,RP13-582O9.6
12917,RP11-909N17.2,RP11-909N17.2
12922,RP11-661A12.4,RP11-661A12.4
12925,RP11-661A12.9,RP11-661A12.9
12932,RP11-661A12.12,RP11-661A12.12
12938,RP11-429J17.5,RP11-429J17.5
12941,RP11-429J17.7,RP11-429J17.7
12942,RP11-429J17.8,RP11-429J17.8
12967,GS1-393G12.13,GS1-393G12.13
12978,CTD-2517M22.16,CTD-2517M22.16
12985,CTD-2517M22.17,CTD-2517M22.17
12990,CTD-2517M22.9,CTD-2517M22.9
12992,AF186192.6,AF186192.6
13004,XXyac-YRM2039.3,XXyac-YRM2039.3
13007,RP11-143M1.3,RP11-143M1.3
13013,RP11-59O6.3,RP11-59O6.3
13014,RP11-165F24.3,RP11-165F24.3
13016,RP11-130C19.3,RP11-130C19.3
13022,RP11-264I13.2,RP11-264I13.2
13027,AL365202.1,AL365202.1
13030,RP11-509J21.4,RP11-509J21.4
13033,RP11-358M14.2,RP11-358M14.2
13047,RP11-12D24.10,RP11-12D24.10
13051,RP11-574F11.3,RP11-574F11.3
13053,RP11-207C16.4,RP11-207C16.4
13058,RP11-218I7.2,RP11-218I7.2
13061,RP11-307L3.4,RP11-307L3.4
13063,RP11-390F4.6,RP11-390F4.6
13064,RP11-390F4.10,RP11-390F4.10
13067,RP11-77E14.2,RP11-77E14.2
13069,RP11-29B9.2,RP11-29B9.2
13080,RP11-120J1.1,RP11-120J1.1
13081,RP11-408A13.3,RP11-408A13.3
13092,RP11-183I6.2,RP11-183I6.2
13102,RP11-146N23.4,RP11-146N23.4
13108,RP11-378I6.1,RP11-378I6.1
13120,RP11-70L8.4,RP11-70L8.4
13124,RP11-408N14.1,RP11-408N14.1
13127,RP11-370B11.3,RP11-370B11.3
13130,RP11-80I3.1,RP11-80I3.1
13131,RP11-18A15.1,RP11-18A15.1
13137,RP11-56F10.3,RP11-56F10.3
13142,RP11-298E2.2,RP11-298E2.2
13145,RP11-575I8.1,RP11-575I8.1
13153,LOC107985052,GVQW1
13156,RP11-462B18.2,RP11-462B18.2
13173,RP11-384P7.7,RP11-384P7.7
13179,RP11-537H15.3,RP11-537H15.3
13189,RP11-296L22.8,RP11-296L22.8
13203,DNAJB5-DT,DNAJB5-AS1
13209,RP11-182N22.8,RP11-182N22.8
13217,RP11-331F9.3,RP11-331F9.3
13218,RP11-331F9.4,RP11-331F9.4
13230,RP11-112J3.15,RP11-112J3.15
13237,TMEM8B,LINC00950
13249,RP11-297B17.3,RP11-297B17.3
13250,RP11-220I1.5,RP11-220I1.5
13252,RP11-220I1.2,RP11-220I1.2
13257,RP11-613M10.6,RP11-613M10.6
13260,RP11-613M10.9,RP11-613M10.9
13274,RP11-347J14.8,RP11-347J14.8
13275,RP11-347J14.7,RP11-347J14.7
13281,CH17-80A12.1,CH17-80A12.1
13284,BX255923.3,BX255923.3
13288,RP11-157L3.12,RP11-157L3.12
13291,RP11-286O1.1,RP11-286O1.1
13293,RP11-475I24.8,RP11-475I24.8
13294,RP11-175I6.5,RP11-175I6.5
13295,RP11-459O16.9,RP11-459O16.9
13299,RP11-144A16.8,RP11-144A16.8
13301,RP11-160N1.10,RP11-160N1.10
13303,RP11-374M1.5,RP11-374M1.5
13304,RP11-374M1.4,RP11-374M1.4
13305,RP11-449H15.2,RP11-449H15.2
13308,RP11-111F5.8,RP11-111F5.8
13323,RP11-327I22.5,RP11-327I22.5
13325,RP11-395E19.6,RP11-395E19.6
13326,RP11-395E19.2,RP11-395E19.2
13327,RP11-118H15.1,RP11-118H15.1
13329,RP11-561O23.8,RP11-561O23.8
13332,RP11-561O23.5,RP11-561O23.5
13337,RP11-274B18.4,RP11-274B18.4
13341,RP11-203L2.4,RP11-203L2.4
13348,RP11-109D9.4,RP11-109D9.4
13362,RP11-63P12.7,RP11-63P12.7
13389,RP11-375O18.2,RP11-375O18.2
13391,RP11-403N16.3,RP11-403N16.3
13394,RP11-154D17.1,RP11-154D17.1
13396,RP11-15B24.5,RP11-15B24.5
13398,RP11-439K3.1,RP11-439K3.1
13400,RP11-439K3.3,RP11-439K3.3
13405,RP11-575L7.2,RP11-575L7.2
13406,RP11-575L7.4,RP11-575L7.4
13412,RP11-158D2.2,RP11-158D2.2
13414,RP11-380F14.2,RP11-380F14.2
13417,RP11-202I11.2,RP11-202I11.2
13418,RP11-213G2.2,RP11-213G2.2
13432,XXyac-YM21GA2.4,XXyac-YM21GA2.4
13444,RP5-1050E16.2,RP5-1050E16.2
13445,RP5-1050E16.1,RP5-1050E16.1
13451,RP11-367F23.1,RP11-367F23.1
13452,RP11-367F23.2,RP11-367F23.2
13460,RP11-440G5.2,RP11-440G5.2
13464,RP11-62C3.6,RP11-62C3.6
13478,RP11-274J16.5,RP11-274J16.5
13481,RP11-370F5.4,RP11-370F5.4
13491,RP11-2B6.3,RP11-2B6.3
13493,LINC02603,MIRLET7DHG
13502,RP11-54O15.3,RP11-54O15.3
13504,RP11-80I15.4,RP11-80I15.4
13505,RP11-435O5.7,RP11-435O5.7
13508,RP11-435O5.6,RP11-435O5.6
13510,RP11-435O5.4,RP11-435O5.4
13511,RP11-180I4.2,RP11-180I4.2
13512,RP11-180I4.4,RP11-180I4.4
13515,RP11-569G13.2,RP11-569G13.2
13516,RP11-569G13.3,RP11-569G13.3
13523,RP11-535M15.1,RP11-535M15.1
13528,RP11-498P14.3,RP11-498P14.3
13535,RP11-244N9.4,RP11-244N9.4
13542,RP11-535C21.3,RP11-535C21.3
13550,RP11-92C4.3,RP11-92C4.3
13557,RP11-554F20.1,RP11-554F20.1
13561,RP11-60I3.4,RP11-60I3.4
13588,RP11-217B7.2,RP11-217B7.2
13589,RP11-217B7.3,RP11-217B7.3
13592,RP11-235C23.5,RP11-235C23.5
13596,RP11-308N19.1,RP11-308N19.1
13599,RP11-508N12.2,RP11-508N12.2
13602,RP11-505C13.1,RP11-505C13.1
13618,RP11-410K21.2,RP11-410K21.2
13621,RP11-202G18.1,RP11-202G18.1
13626,RP11-16L21.7,RP11-16L21.7
13638,RP11-276E15.4,RP11-276E15.4
13659,RP11-168K11.2,RP11-168K11.2
13660,RP11-168K11.3,RP11-168K11.3
13661,RP11-18B16.2,RP11-18B16.2
13669,RP11-9M16.2,RP11-9M16.2
13673,RP11-402G3.3,RP11-402G3.3
13681,RP11-45A16.4,RP11-45A16.4
13685,RP11-67K19.3,RP11-67K19.3
13687,RP11-500B12.1,RP11-500B12.1
13689,RP11-281A20.2,RP11-281A20.2
13690,RP11-281A20.1,RP11-281A20.1
13704,RP11-477J21.6,RP11-477J21.6
13707,RP11-162D16.2,RP11-162D16.2
13721,RP11-64P14.7,RP11-64P14.7
13735,RP11-230L22.4,RP11-230L22.4
13736,RP11-417B4.2,RP11-417B4.2
13739,RP11-121A14.2,RP11-121A14.2
13744,RP11-175D17.3,RP11-175D17.3
13754,RP11-65N13.8,RP11-65N13.8
13759,RP11-205K6.1,RP11-205K6.1
13760,RP11-123K19.1,RP11-123K19.1
13766,RP13-225O21.2,RP13-225O21.2
13788,RP11-203J24.8,RP11-203J24.8
13791,RP11-379C10.1,RP11-379C10.1
13794,RP11-379C10.4,RP11-379C10.4
13797,PTGES2-AS1,PTGES2-AS1
13815,RP11-216B9.9,RP11-216B9.9
13837,RP11-247A12.7,RP11-247A12.7
13840,RP11-247A12.2,RP11-247A12.2
13841,RP11-344B5.3,RP11-344B5.3
13845,RP11-65J3.3,RP11-65J3.3
13846,RP11-65J3.14,RP11-65J3.14
13852,RP11-483H20.4,RP11-483H20.4
13860,RP11-409K20.6,RP11-409K20.6
13861,RP11-138E2.1,RP11-138E2.1
13863,RP11-88G17.6,RP11-88G17.6
13873,RP11-83J21.3,RP11-83J21.3
13877,RP11-544A12.4,RP11-544A12.4
13916,MYMK,TMEM8C
13925,RP11-374P20.4,RP11-374P20.4
13926,LL09NC01-251B2.3,LL09NC01-251B2.3
13928,LL09NC01-139C3.1,LL09NC01-139C3.1
13929,RP11-145E17.2,RP11-145E17.2
13931,RP11-473E2.4,RP11-473E2.4
13935,RP11-447M12.2,RP11-447M12.2
13937,RP11-399H11.2,RP11-399H11.2
13942,RP11-426A6.5,RP11-426A6.5
13950,RP11-432J22.2,RP11-432J22.2
13955,RP11-83N9.6,RP11-83N9.6
13960,DKFZP434A062,DKFZP434A062
13971,RP11-413M3.4,RP11-413M3.4
13980,RP11-216L13.16,RP11-216L13.16
13985,RP11-216L13.17,RP11-216L13.17
13998,RP11-229P13.19,RP11-229P13.19
14008,RP11-229P13.22,RP11-229P13.22
14028,STPG3-AS1,C9orf173-AS1
14029,STPG3,C9orf173
14045,RP11-885N19.6,RP11-885N19.6
14048,RP11-304M2.3,RP11-304M2.3
14051,RP11-304M2.5,RP11-304M2.5
14060,RP11-326C3.7,RP11-326C3.7
14064,RP11-326C3.10,RP11-326C3.10
14065,RP11-326C3.14,RP11-326C3.14
14066,RP11-326C3.13,RP11-326C3.13
14088,RP11-754B17.1,RP11-754B17.1
14094,AP006621.6,AP006621.6
14101,AP006621.8,AP006621.8
14113,RP11-532E4.2,RP11-532E4.2
14124,RP11-295K3.1,RP11-295K3.1
14127,AC068580.7,AC068580.7
14156,CTC-343N3.1,CTC-343N3.1
14161,RP5-1173A5.1,RP5-1173A5.1
14163,RP13-726E6.1,RP13-726E6.1
14164,RP13-726E6.2,RP13-726E6.2
14175,RP11-23F23.2,RP11-23F23.2
14198,AC015691.13,AC015691.13
14211,RP11-290F24.6,RP11-290F24.6
14216,RP11-304C12.5,RP11-304C12.5
14217,RP11-304C12.3,RP11-304C12.3
14224,TIMM10B.1,TIMM10B.1
14227,RP11-732A19.8,RP11-732A19.8
14233,RP11-732A19.5,RP11-732A19.5
14249,CTD-2516F10.4,CTD-2516F10.4
14252,RP11-35J10.5,RP11-35J10.5
14253,RP11-35J10.4,RP11-35J10.4
14259,RP11-379P15.1,RP11-379P15.1
14263,RP11-152H18.4,RP11-152H18.4
14266,RP11-152H18.3,RP11-152H18.3
14267,RP11-318C2.1,RP11-318C2.1
14274,RP11-467K18.2,RP11-467K18.2
14287,RP11-1H15.2,RP11-1H15.2
14288,RP11-748C4.1,RP11-748C4.1
14289,RP11-351I24.1,RP11-351I24.1
14298,RP11-685M7.5,RP11-685M7.5
14300,RP11-685M7.3,RP11-685M7.3
14304,RP11-179A10.1,RP11-179A10.1
14305,CTD-3224I3.3,CTD-3224I3.3
14308,RP11-567I13.1,RP11-567I13.1
14312,RP13-631K18.2,RP13-631K18.2
14313,RP13-631K18.3,RP13-631K18.3
14314,RP13-631K18.5,RP13-631K18.5
14316,RP11-265D17.2,RP11-265D17.2
14320,RP11-47J17.3,RP11-47J17.3
14322,CTC-497E21.3,CTC-497E21.3
14327,RP11-231N3.1,RP11-231N3.1
14329,RP11-21L19.1,RP11-21L19.1
14332,RP11-140L24.4,RP11-140L24.4
14339,RP11-531H8.2,RP11-531H8.2
14356,RP11-113D6.6,RP11-113D6.6
14372,RP11-1081L13.4,RP11-1081L13.4
14377,RP11-428C19.4,RP11-428C19.4
14379,RP11-428C19.5,RP11-428C19.5
14383,RP11-359E10.1,RP11-359E10.1
14397,RP11-17A1.3,RP11-17A1.3
14398,RP11-266A24.1,RP11-266A24.1
14400,CTD-2507G9.1,CTD-2507G9.1
14409,RP11-159H22.2,RP11-159H22.2
14414,RP11-406D1.2,RP11-406D1.2
14417,RP11-22P4.2,RP11-22P4.2
14418,RP11-115J23.1,RP11-115J23.1
14419,CTD-3012A18.1,CTD-3012A18.1
14420,RP5-1027O15.1,RP5-1027O15.1
14423,RP11-624D11.2,RP11-624D11.2
14427,RP4-710M3.2,RP4-710M3.2
14428,RP5-1024C24.1,RP5-1024C24.1
14435,RP1-17K7.2,RP1-17K7.2
14446,CSTF3-DT,CSTF3-AS1
14453,FBXO3-DT,FBXO3-AS1
14455,RP13-786C16.1,RP13-786C16.1
14461,RP11-350D17.2,RP11-350D17.2
14465,RP4-607I7.1,RP4-607I7.1
14467,RP1-68D18.4,RP1-68D18.4
14469,RP1-68D18.3,RP1-68D18.3
14482,RP11-484D2.2,RP11-484D2.2
14485,RP11-613D13.5,RP11-613D13.5
14489,RP11-613D13.8,RP11-613D13.8
14495,RP11-58K22.4,RP11-58K22.4
14496,RP11-45A12.1,RP11-45A12.1
14503,RP11-430H10.2,RP11-430H10.2
14507,CTD-2210P24.6,CTD-2210P24.6
14510,RP11-618K13.2,RP11-618K13.2
14515,RP11-702F3.1,RP11-702F3.1
14516,RP11-702F3.3,RP11-702F3.3
14517,RP11-702F3.4,RP11-702F3.4
14518,CTD-2589M5.5,CTD-2589M5.5
14534,RP11-390K5.3,RP11-390K5.3
14538,RP11-17G12.2,RP11-17G12.2
14542,RP11-17G12.3,RP11-17G12.3
14553,RP11-76I23.7,RP11-76I23.7
14563,AP000479.1,AP000479.1
14568,RP11-872D17.4,RP11-872D17.4
14572,RP11-872D17.8,RP11-872D17.8
14575,RP11-624G17.3,RP11-624G17.3
14588,RP11-691N7.6,RP11-691N7.6
14593,RP11-659P15.1,RP11-659P15.1
14594,RP11-655C2.3,RP11-655C2.3
14598,CMB9-55A18.1,CMB9-55A18.1
14603,RP11-780O24.2,RP11-780O24.2
14604,RP11-142C4.6,RP11-142C4.6
14605,GLYATL1B,GLYATL1P3
14611,RP11-1036E20.9,RP11-1036E20.9
14612,AP000442.4,AP000442.4
14618,AP000640.10,AP000640.10
14623,AP001257.1,AP001257.1
14637,RP11-804A23.2,RP11-804A23.2
14638,RP11-804A23.4,RP11-804A23.4
14643,RP11-881M11.2,RP11-881M11.2
14644,RP11-881M11.1,RP11-881M11.1
14646,RP11-881M11.4,RP11-881M11.4
14650,RP11-881M11.8,RP11-881M11.8
14666,RP11-286N22.10,RP11-286N22.10
14669,RP11-794G24.1,RP11-794G24.1
14670,RP11-855O10.2,RP11-855O10.2
14671,RP11-855O10.3,RP11-855O10.3
14673,MYRF-AS1,DKFZP434K028
14683,RP11-810P12.5,RP11-810P12.5
14691,CTD-2531D15.4,CTD-2531D15.4
14693,RP11-864I4.4,RP11-864I4.4
14695,RP11-864I4.1,RP11-864I4.1
14736,RP11-697H9.3,RP11-697H9.3
14738,RP11-697H9.2,RP11-697H9.2
14746,AP000721.4,AP000721.4
14750,RP11-21A7A.3,RP11-21A7A.3
14766,KCNK4-TEX40,TEX40
14774,AP003774.4,AP003774.4
14789,MAJIN,C11orf85
14817,CMB9-22P13.2,CMB9-22P13.2
14819,AP000769.7,AP000769.7
14836,RP11-770G2.5,RP11-770G2.5
14855,RP11-1167A19.2,RP11-1167A19.2
14859,RP11-755F10.3,RP11-755F10.3
14860,RP11-867G23.1,RP11-867G23.1
14861,RP11-867G23.2,RP11-867G23.2
14863,RP11-867G23.3,RP11-867G23.3
14868,RP11-867G23.13,RP11-867G23.13
14871,RP11-867G23.12,RP11-867G23.12
14906,AP003419.11,AP003419.11
14909,CTC-1337H24.4,CTC-1337H24.4
14925,RP11-655M14.12,RP11-655M14.12
14927,RP11-655M14.13,RP11-655M14.13
14932,RP11-119D9.1,RP11-119D9.1
14936,RP5-901A4.1,RP5-901A4.1
14941,CTD-2655K5.1,CTD-2655K5.1
14946,CTD-2007L18.5,CTD-2007L18.5
14950,RP11-757G1.6,RP11-757G1.6
14953,RP11-757G1.5,RP11-757G1.5
14957,RP11-554A11.7,RP11-554A11.7
14958,RP11-554A11.8,RP11-554A11.8
14959,RP11-554A11.9,RP11-554A11.9
14964,AP000439.5,AP000439.5
14968,RP11-643C9.2,RP11-643C9.2
14969,RP11-626H12.1,RP11-626H12.1
14970,RP11-626H12.2,RP11-626H12.2
14971,LINC02584,ANO1-AS2
14973,ANO1-AS1,ANO1-AS1
14977,AP000487.6,AP000487.6
14978,CTA-797E19.2,CTA-797E19.2
14992,RP11-167J8.3,RP11-167J8.3
15003,RP11-807H22.7,RP11-807H22.7
15009,AP000593.7,AP000593.7
15010,RP11-7N14.1,RP11-7N14.1
15013,RP11-169D4.2,RP11-169D4.2
15020,RP11-800A3.3,RP11-800A3.3
15021,RP11-800A3.2,RP11-800A3.2
15027,RP11-809N8.2,RP11-809N8.2
15032,RP11-707G14.1,RP11-707G14.1
15037,RP11-167N4.2,RP11-167N4.2
15044,RP11-702H23.4,RP11-702H23.4
15046,RP11-702H23.6,RP11-702H23.6
15056,CTD-2562J17.4,CTD-2562J17.4
15058,CTD-2562J17.7,CTD-2562J17.7
15060,CTD-2562J17.9,CTD-2562J17.9
15069,RP11-535A19.1,RP11-535A19.1
15073,RP11-619A14.3,RP11-619A14.3
15076,RP11-111M22.4,RP11-111M22.4
15077,RP11-111M22.5,RP11-111M22.5
15081,RP11-672A2.5,RP11-672A2.5
15082,RP11-672A2.4,RP11-672A2.4
15085,RP11-672A2.3,RP11-672A2.3
15086,RP11-672A2.1,RP11-672A2.1
15087,RP11-21L23.4,RP11-21L23.4
15089,RP11-21L23.3,RP11-21L23.3
15102,RP11-91P24.7,RP11-91P24.7
15103,RP11-91P24.5,RP11-91P24.5
15104,RP11-91P24.6,RP11-91P24.6
15107,RP11-7I15.3,RP11-7I15.3
15109,RP11-7I15.4,RP11-7I15.4
15117,RP11-452H21.1,RP11-452H21.1
15120,RP11-843A23.1,RP11-843A23.1
15122,CTD-2337I7.1,CTD-2337I7.1
15123,RP11-686G23.2,RP11-686G23.2
15130,RP11-113K21.4,RP11-113K21.4
15134,RP11-727A23.7,RP11-727A23.7
15136,RP11-727A23.10,RP11-727A23.10
15138,RP11-160H12.2,RP11-160H12.2
15139,CTD-2537O9.1,CTD-2537O9.1
15147,RP11-12D16.2,RP11-12D16.2
15151,RP11-317J19.1,RP11-317J19.1
15154,CTD-2005H7.2,CTD-2005H7.2
15156,AP000654.4,AP000654.4
15161,RP11-164N3.2,RP11-164N3.2
15168,RP11-643G5.6,RP11-643G5.6
15176,RP11-755E23.3,RP11-755E23.3
15177,DEUP1,CCDC67
15187,RP11-680H20.2,RP11-680H20.2
15191,RP11-685N10.1,RP11-685N10.1
15196,RP11-867G2.8,RP11-867G2.8
15197,RP11-867G2.5,RP11-867G2.5
15198,RP11-867G2.6,RP11-867G2.6
15200,RP11-856F16.2,RP11-856F16.2
15207,RP11-338H14.1,RP11-338H14.1
15208,RP11-644L4.1,RP11-644L4.1
15216,CTD-2383M3.1,CTD-2383M3.1
15224,RP11-732A21.2,RP11-732A21.2
15227,RP11-864G5.3,RP11-864G5.3
15232,RP11-315O6.2,RP11-315O6.2
15235,RP11-817J15.2,RP11-817J15.2
15236,RP11-817J15.3,RP11-817J15.3
15246,RP11-563P16.1,RP11-563P16.1
15248,RP11-886D15.1,RP11-886D15.1
15258,RP11-677I18.3,RP11-677I18.3
15268,RP11-144G7.2,RP11-144G7.2
15276,RP11-25I9.3,RP11-25I9.3
15280,RP11-347E10.1,RP11-347E10.1
15288,RP11-794P6.3,RP11-794P6.3
15289,RP11-794P6.2,RP11-794P6.2
15291,RP11-794P6.6,RP11-794P6.6
15296,RP11-108O10.2,RP11-108O10.2
15298,RP11-108O10.8,RP11-108O10.8
15313,RP11-356J5.4,RP11-356J5.4
15317,RP11-356J5.13,RP11-356J5.13
15319,RP11-65M17.3,RP11-65M17.3
15320,RP11-629G13.1,RP11-629G13.1
15326,RP11-159N11.3,RP11-159N11.3
15330,RP11-667M19.2,RP11-667M19.2
15337,RP11-64D24.4,RP11-64D24.4
15340,RP11-212D19.4,RP11-212D19.4
15347,RP11-136I14.5,RP11-136I14.5
15348,AP000797.3,AP000797.3
15351,AP006216.10,AP006216.10
15370,RP11-728F11.3,RP11-728F11.3
15376,SMIM35,TMPRSS4-AS1
15377,AP002962.1,AP002962.1
15390,RP11-770J1.4,RP11-770J1.4
15398,AP002954.3,AP002954.3
15404,RP11-158I9.5,RP11-158I9.5
15414,RP11-110I1.6,RP11-110I1.6
15416,RP11-110I1.14,RP11-110I1.14
15431,RP11-334E6.10,RP11-334E6.10
15435,RP11-334E6.3,RP11-334E6.3
15438,RP11-196E1.3,RP11-196E1.3
15440,CTD-2523D13.1,CTD-2523D13.1
15441,CTD-2523D13.2,CTD-2523D13.2
15442,RP11-831A10.2,RP11-831A10.2
15444,AP000679.2,AP000679.2
15453,RP11-730K11.1,RP11-730K11.1
15457,RP11-716H6.1,RP11-716H6.1
15484,RP11-664I21.6,RP11-664I21.6
15495,STT3A-AS1,STT3A-AS1
15501,RP11-680F20.10,RP11-680F20.10
15504,RP11-680F20.9,RP11-680F20.9
15506,RP11-680F20.5,RP11-680F20.5
15507,RP11-680F20.4,RP11-680F20.4
15510,RP11-680F20.12,RP11-680F20.12
15511,RP11-673E11.2,RP11-673E11.2
15513,RP11-50B3.4,RP11-50B3.4
15518,RP11-712L6.7,RP11-712L6.7
15524,RP11-115C10.1,RP11-115C10.1
15525,RP11-688I9.4,RP11-688I9.4
15526,RP11-688I9.2,RP11-688I9.2
15527,CTD-2234N14.2,CTD-2234N14.2
15528,RP11-480C22.1,RP11-480C22.1
15529,RP11-702B10.2,RP11-702B10.2
15531,RP11-1007G5.2,RP11-1007G5.2
15532,RP11-744N12.3,RP11-744N12.3
15541,RP11-237N19.3,RP11-237N19.3
15558,AP002856.5,AP002856.5
15564,RP11-713P17.5,RP11-713P17.5
15566,RP11-713P17.4,RP11-713P17.4
15575,AP004550.1,AP004550.1
15576,RP11-469N6.1,RP11-469N6.1
15577,RP11-555G19.1,RP11-555G19.1
15581,RP11-490E15.2,RP11-490E15.2
15582,RP11-809C18.3,RP11-809C18.3
15585,RP11-363N22.2,RP11-363N22.2
15595,RP11-446F3.2,RP11-446F3.2
15596,RP11-526P5.2,RP11-526P5.2
15597,RP11-118K6.3,RP11-118K6.3
15599,RP11-298E9.7,RP11-298E9.7
15602,RP11-298E9.6,RP11-298E9.6
15603,RP11-195B3.1,RP11-195B3.1
15604,RP11-482E14.1,RP11-482E14.1
15605,RP11-184A2.3,RP11-184A2.3
15606,RP11-184A2.2,RP11-184A2.2
15608,RP11-464C19.2,RP11-464C19.2
15609,RP11-464C19.3,RP11-464C19.3
15610,RP11-433J20.1,RP11-433J20.1
15617,RP11-499O7.7,RP11-499O7.7
15620,RP11-445P17.3,RP11-445P17.3
15621,RP11-445P17.8,RP11-445P17.8
15628,RP11-116G8.5,RP11-116G8.5
15629,RP13-463N16.6,RP13-463N16.6
15630,RP11-336A10.5,RP11-336A10.5
15631,RP11-336A10.4,RP11-336A10.4
15634,RP11-336A10.2,RP11-336A10.2
15642,RP11-536K7.5,RP11-536K7.5
15645,RP11-414H17.5,RP11-414H17.5
15646,RP11-563J2.2,RP11-563J2.2
15649,RP11-554I8.1,RP11-554I8.1
15654,RP5-1031D4.2,RP5-1031D4.2
15661,RP11-379F12.4,RP11-379F12.4
15664,RP1-251M9.2,RP1-251M9.2
15666,RP1-251M9.3,RP1-251M9.3
15668,RP3-323N1.2,RP3-323N1.2
15671,RP11-138I18.1,RP11-138I18.1
15672,RP11-138I18.2,RP11-138I18.2
15689,RP11-445K13.2,RP11-445K13.2
15694,RP11-295P9.12,RP11-295P9.12
15695,RP11-353M9.1,RP11-353M9.1
15696,RP11-142M10.2,RP11-142M10.2
15697,RP11-397C18.2,RP11-397C18.2
15699,RP11-7C6.1,RP11-7C6.1
15718,RP11-406H21.2,RP11-406H21.2
15734,RP11-383B4.4,RP11-383B4.4
15740,RP11-575A19.2,RP11-575A19.2
15744,RP11-275N1.1,RP11-275N1.1
15749,RP11-573G6.6,RP11-573G6.6
15753,RP11-573G6.9,RP11-573G6.9
15754,RP11-573G6.8,RP11-573G6.8
15760,C10orf67,LINC01552
15762,RP11-371A19.2,RP11-371A19.2
15776,FAM238B,LINC00202-2
15777,RP13-16H11.2,RP13-16H11.2
15779,RP13-16H11.5,RP13-16H11.5
15781,FAM238C,LINC00202-1
15782,LINC00614,LINC00614
15787,RP11-85G18.6,RP11-85G18.6
15788,RP11-748L13.6,RP11-748L13.6
15806,RP11-192P3.4,RP11-192P3.4
15809,RP11-472N13.2,RP11-472N13.2
15813,RP11-166N17.1,RP11-166N17.1
15815,RP11-166N17.3,RP11-166N17.3
15816,RP11-135A24.4,RP11-135A24.4
15821,RP11-462L8.1,RP11-462L8.1
15822,RP11-342D11.3,RP11-342D11.3
15825,RP11-90B22.1,RP11-90B22.1
15830,RP11-297A16.2,RP11-297A16.2
15838,RP11-309N24.1,RP11-309N24.1
15839,RP11-92J19.3,RP11-92J19.3
15841,LINC00993,LINC00993
15844,RP11-258F22.2,RP11-258F22.2
15847,RP11-393J16.4,RP11-393J16.4
15850,RP11-508N22.12,RP11-508N22.12
15851,RP11-508N22.13,RP11-508N22.13
15852,RP11-291L22.4,RP11-291L22.4
15855,AL022344.7,AL022344.7
15857,RP11-124O11.1,RP11-124O11.1
15863,RP11-168L22.2,RP11-168L22.2
15871,RP11-402L1.4,RP11-402L1.4
15877,RP11-168P8.5,RP11-168P8.5
15882,RP11-285G1.2,RP11-285G1.2
15890,RP11-67C2.2,RP11-67C2.2
15912,RP11-144G6.4,RP11-144G6.4
15915,ABC7-42404400C24.1,ABC7-42404400C24.1
15917,NPY4R2,CH17-360D5.1
15918,CH17-360D5.3,CH17-360D5.3
15922,RP11-534L6.2,RP11-534L6.2
