,gene_symbol,alias
9058,RP11-444E17.6,RP11-444E17.6
9071,RP11-795J1.1,RP11-795J1.1
9077,RP11-268F1.3,RP11-268F1.3
9080,RP3-365O12.2,RP3-365O12.2
9087,RP11-550C4.6,RP11-550C4.6
9096,RP3-417L20.4,RP3-417L20.4
9118,RP3-483K16.4,RP3-483K16.4
9120,RP1-27K12.4,RP1-27K12.4
9124,RP11-79N23.1,RP11-79N23.1
9125,RP13-476E20.1,RP13-476E20.1
9127,RP3-523E19.2,RP3-523E19.2
9131,RP11-524H19.2,RP11-524H19.2
9138,RP11-472M19.2,RP11-472M19.2
9142,RP11-203B9.4,RP11-203B9.4
9146,RP1-71H19.2,RP1-71H19.2
9148,XXbac-BPGBPG55C20.3,XXbac-BPGBPG55C20.3
9160,RP11-301G19.1,RP11-301G19.1
9167,RP11-462G2.2,RP11-462G2.2
9170,RP11-134K13.4,RP11-134K13.4
9174,RP3-331H24.5,RP3-331H24.5
9179,RP11-257K9.8,RP11-257K9.8
9189,RP11-505P4.6,RP11-505P4.6
9191,RP11-505P4.7,RP11-505P4.7
9195,RP11-554D15.1,RP11-554D15.1
9196,RP11-554D15.3,RP11-554D15.3
9197,RP11-554D15.4,RP11-554D15.4
9203,RP11-415D17.3,RP11-415D17.3
9207,RP11-354K4.2,RP11-354K4.2
9210,RP11-173D14.3,RP11-173D14.3
9215,RP1-232L24.3,RP1-232L24.3
9217,RP11-177G23.2,RP11-177G23.2
9223,RP11-250B2.3,RP11-250B2.3
9224,RP11-250B2.5,RP11-250B2.5
9239,RP4-676J13.2,RP4-676J13.2
9244,RP11-30P6.6,RP11-30P6.6
9257,RP3-382I10.7,RP3-382I10.7
9263,RP11-459O1.2,RP11-459O1.2
9265,RP11-63L7.5,RP11-63L7.5
9274,RP11-16C18.3,RP11-16C18.3
9277,RP1-122O8.7,RP1-122O8.7
9280,RP3-512E2.2,RP3-512E2.2
9281,RP1-45N11.1,RP1-45N11.1
9284,RP11-127B16.1,RP11-127B16.1
9296,RP11-436D23.1,RP11-436D23.1
9316,RP3-355L5.5,RP3-355L5.5
9318,RP3-355L5.4,RP3-355L5.4
9322,RP3-335E1.1,RP3-335E1.1
9325,RP1-60O19.2,RP1-60O19.2
9335,RP1-111B22.3,RP1-111B22.3
9344,RP11-787I22.3,RP11-787I22.3
9352,RP5-919F19.5,RP5-919F19.5
9355,RP1-249I4.2,RP1-249I4.2
9361,CTA-331P3.1,CTA-331P3.1
9367,RP11-428F8.2,RP11-428F8.2
9381,RP1-142L7.5,RP1-142L7.5
9382,RP1-142L7.9,RP1-142L7.9
9384,RP11-506B6.6,RP11-506B6.6
9386,RP11-437J19.1,RP11-437J19.1
9387,RP1-124C6.1,RP1-124C6.1
9388,RP11-346D19.1,RP11-346D19.1
9390,RP1-249H1.2,RP1-249H1.2
9400,RP3-486I3.5,RP3-486I3.5
9403,RP3-486I3.7,RP3-486I3.7
9405,RP1-93H18.1,RP1-93H18.1
9406,RP1-93H18.6,RP1-93H18.6
9410,CALHM4,FAM26D
9429,RP11-351A11.1,RP11-351A11.1
9445,RP11-735G4.1,RP11-735G4.1
9446,RP11-138M12.1,RP11-138M12.1
9448,RP1-293L8.2,RP1-293L8.2
9454,RP11-527F13.1,RP11-527F13.1
9459,RP3-403A15.5,RP3-403A15.5
9465,RP11-103C16.2,RP11-103C16.2
9466,RP1-86D1.5,RP1-86D1.5
9473,RP11-73O6.3,RP11-73O6.3
9484,RP11-69I8.2,RP11-69I8.2
9486,RP11-69I8.3,RP11-69I8.3
9487,RP3-523C21.2,RP3-523C21.2
9495,RP1-55C23.7,RP1-55C23.7
9500,RP1-283K11.3,RP1-283K11.3
9502,RP11-704J17.5,RP11-704J17.5
9510,CTA-31J9.2,CTA-31J9.2
9511,RP1-287H17.1,RP1-287H17.1
9514,CTA-212D2.2,CTA-212D2.2
9517,RP3-388E23.2,RP3-388E23.2
9527,RP3-325F22.3,RP3-325F22.3
9530,NHEG1,NHEG1
9531,RP11-204P2.3,RP11-204P2.3
9535,RP11-95M15.1,RP11-95M15.1
9536,RP11-356I2.1,RP11-356I2.1
9540,RP11-240M16.1,RP11-240M16.1
9553,RP1-225E12.2,RP1-225E12.2
9555,RP11-445F6.2,RP11-445F6.2
9559,RP3-332B22.1,RP3-332B22.1
9561,RP11-63E9.1,RP11-63E9.1
9565,RP11-440G9.1,RP11-440G9.1
9566,RP1-67K17.3,RP1-67K17.3
9569,RP11-439L18.2,RP11-439L18.2
9572,RP1-45I4.3,RP1-45I4.3
9574,RP1-45I4.2,RP1-45I4.2
9580,RP3-468K18.5,RP3-468K18.5
9586,RP1-91J24.3,RP1-91J24.3
9589,RP3-466P17.2,RP3-466P17.2
9596,RP11-715G15.1,RP11-715G15.1
9599,RP11-497D6.5,RP11-497D6.5
9602,RP11-307P5.1,RP11-307P5.1
9603,RP11-307P5.2,RP11-307P5.2
9606,RP11-162J8.3,RP11-162J8.3
9607,RP1-111D6.3,RP1-111D6.3
9609,RP1-111D6.2,RP1-111D6.2
9614,RP1-12G14.9,RP1-12G14.9
9615,RP1-12G14.7,RP1-12G14.7
9626,RAET1E-AS1.1,RAET1E-AS1.1
9636,RP1-292B18.4,RP1-292B18.4
9645,RP3-398G3.5,RP3-398G3.5
9650,RP1-101K10.6,RP1-101K10.6
9653,RP11-306O13.1,RP11-306O13.1
9663,RP11-230C9.4,RP11-230C9.4
9664,RP11-230C9.2,RP11-230C9.2
9666,RP11-230C9.3,RP11-230C9.3
9667,RP1-137K2.2,RP1-137K2.2
9669,RP5-933K21.3,RP5-933K21.3
9672,RP11-52J3.3,RP11-52J3.3
9673,RP11-52J3.2,RP11-52J3.2
9674,RP3-403L10.3,RP3-403L10.3
9689,RP11-13P5.1,RP11-13P5.1
9690,RP11-13P5.2,RP11-13P5.2
9692,RP3-393E18.2,RP3-393E18.2
9699,RP1-249F5.3,RP1-249F5.3
9707,RP1-81D8.3,RP1-81D8.3
9709,RP11-235G24.1,RP11-235G24.1
9710,RP11-235G24.3,RP11-235G24.3
9711,RP3-428L16.1,RP3-428L16.1
9721,RP5-826L7.1,RP5-826L7.1
9722,RP1-230L10.1,RP1-230L10.1
9723,RP1-155D22.2,RP1-155D22.2
9726,RP11-252P19.1,RP11-252P19.1
9729,TBXT,T
9730,RP4-655C5.4,RP4-655C5.4
9731,RP4-655C5.9,RP4-655C5.9
9740,RP1-167A14.2,RP1-167A14.2
9745,RP11-568A7.4,RP11-568A7.4
9746,RP11-568A7.3,RP11-568A7.3
9747,RP11-568A7.2,RP11-568A7.2
9749,RP11-351J23.2,RP11-351J23.2
9754,RP3-470B24.5,RP3-470B24.5
9759,RP11-503C24.4,RP11-503C24.4
9762,RP3-495K2.2,RP3-495K2.2
9764,RP11-417E7.2,RP11-417E7.2
9765,XXyac-YX65C7_A.2,XXyac-YX65C7_A.2
9767,XXyac-YX65C7_A.3,XXyac-YX65C7_A.3
9768,RP1-137D17.1,RP1-137D17.1
9769,RP1-137D17.2,RP1-137D17.2
9779,RP5-894D12.5,RP5-894D12.5
9783,RP5-894D12.4,RP5-894D12.4
9787,XX-C2158C12.1,XX-C2158C12.1
9789,XX-C2158C6.3,XX-C2158C6.3
9791,AC093627.8,AC093627.8
9794,RP11-90P13.1,RP11-90P13.1
9801,AC147651.5,AC147651.5
9811,AC073957.15,AC073957.15
9814,AC091729.7,AC091729.7
9819,AC102953.4,AC102953.4
9829,AC110781.3,AC110781.3
9834,AC004840.8,AC004840.8
9843,AC004906.3,AC004906.3
9845,AC091801.1,AC091801.1
9849,AC011284.3,AC011284.3
9860,AC093620.5,AC093620.5
9868,CTB-161C1.1,CTB-161C1.1
9878,AC004895.4,AC004895.4
9887,AC079742.4,AC079742.4
9891,AC073343.13,AC073343.13
9900,RP5-1007H16.1,RP5-1007H16.1
9903,AC007161.5,AC007161.5
9904,AC009473.1,AC009473.1
9905,AC006042.7,AC006042.7
9908,AC006042.6,AC006042.6
9911,RP4-594A5.1,RP4-594A5.1
9912,CTD-2060L22.1,CTD-2060L22.1
9914,RP5-855F16.1,RP5-855F16.1
9917,AC004160.4,AC004160.4
9921,AC005281.2,AC005281.2
9924,AC011288.2,AC011288.2
9925,AC006000.5,AC006000.5
9926,AC005019.3,AC005019.3
9931,AC005550.3,AC005550.3
9932,LINC02587,MEOX2-AS1
9935,GS1-166A23.1,GS1-166A23.1
9939,AC073333.8,AC073333.8
9948,AC017060.1,AC017060.1
9952,AC010082.2,AC010082.2
9956,AC004543.2,AC004543.2
9985,AC006026.13,AC006026.13
9993,RP5-978I12.1,RP5-978I12.1
9994,AC003090.1,AC003090.1
9995,CTD-2227E11.1,CTD-2227E11.1
10024,AC004549.6,AC004549.6
10030,AC005013.5,AC005013.5
10032,AC005162.5,AC005162.5
10036,AC007255.8,AC007255.8
10040,AC007285.6,AC007285.6
10046,GS1-114I9.3,GS1-114I9.3
10049,GS1-114I9.1,GS1-114I9.1
10051,RP4-777O23.3,RP4-777O23.3
10052,RP4-777O23.1,RP4-777O23.1
10056,INMT-MINDY4,INMT-FAM188B
10058,AC004691.5,AC004691.5
10059,RP5-877J2.1,RP5-877J2.1
10070,RP11-265E18.1,RP11-265E18.1
10076,RP11-89N17.1,RP11-89N17.1
10077,RP11-89N17.2,RP11-89N17.2
10078,RP11-89N17.4,RP11-89N17.4
10088,AC007327.5,AC007327.5
10089,RP11-182J23.1,RP11-182J23.1
10093,RP11-85E16.1,RP11-85E16.1
10094,AC007349.5,AC007349.5
10125,AC011290.4,AC011290.4
10129,AC004837.5,AC004837.5
10139,RP11-111K18.2,RP11-111K18.2
10141,RP11-111K18.1,RP11-111K18.1
10146,AC011738.4,AC011738.4
10174,AC004854.4,AC004854.4
10186,AC073115.6,AC073115.6
10187,AC073115.7,AC073115.7
10189,AC011294.3,AC011294.3
10203,SPATA48,C7orf72
10209,RP4-724E13.2,RP4-724E13.2
10211,RP4-718N17.2,RP4-718N17.2
10215,RP11-745C15.2,RP11-745C15.2
10220,RP11-310H4.1,RP11-310H4.1
10221,RP11-310H4.3,RP11-310H4.3
10222,RP11-15K19.2,RP11-15K19.2
10232,RP11-760D2.5,RP11-760D2.5
10233,RP13-580B18.4,RP13-580B18.4
10234,RP11-114G11.5,RP11-114G11.5
10235,RP11-340I6.7,RP11-340I6.7
10236,RP11-340I6.8,RP11-340I6.8
10246,AC104073.2,AC104073.2
10247,RP11-328P23.4,RP11-328P23.4
10249,RP11-479O9.4,RP11-479O9.4
10253,AC068533.7,AC068533.7
10269,RP4-736H5.3,RP4-736H5.3
10270,RP5-942I16.1,RP5-942I16.1
10295,TMEM270,WBSCR28
10297,ELN-AS1,CTB-51J22.1
10304,RP5-1186P10.2,RP5-1186P10.2
10308,CASTOR2,GATSL2
10311,AC004878.2,AC004878.2
10312,AC004878.8,AC004878.8
10333,AC005522.7,AC005522.7
10336,AC073635.5,AC073635.5
10347,AC003988.1,AC003988.1
10348,AC004862.6,AC004862.6
10352,AC010091.1,AC010091.1
10355,AC006145.4,AC006145.4
10366,CTA-254O6.1,CTA-254O6.1
10379,CTB-167B5.1,CTB-167B5.1
10382,RP5-1121E10.2,RP5-1121E10.2
10387,AC002064.5,AC002064.5
10393,RP11-115N4.1,RP11-115N4.1
10394,CTB-111F10.1,CTB-111F10.1
10420,AC006378.2,AC006378.2
10427,AC002429.5,AC002429.5
10431,GS1-293C5.1,GS1-293C5.1
10450,RP11-307C18.1,RP11-307C18.1
10462,ATP5MF-PTCD1,ATP5J2-PTCD1
10470,GS1-259H13.13,GS1-259H13.13
10477,RP11-757A13.1,RP11-757A13.1
10482,RP4-604G5.1,RP4-604G5.1
10491,RP11-506M12.1,RP11-506M12.1
10494,AC073842.19,AC073842.19
10507,RP11-758P17.2,RP11-758P17.2
10513,RP11-44M6.1,RP11-44M6.1
10536,RP11-395B7.2,RP11-395B7.2
10550,RP11-132A1.4,RP11-132A1.4
10554,CTA-339C12.1,CTA-339C12.1
10555,CTA-305I2.1,CTA-305I2.1
10559,RP11-514P8.2,RP11-514P8.2
10566,RP11-514P8.7,RP11-514P8.7
10569,RP11-514P8.6,RP11-514P8.6
10571,RP11-577H5.5,RP11-577H5.5
10579,RP11-645N11.3,RP11-645N11.3
10596,RP4-778K6.3,RP4-778K6.3
10606,CTB-30L5.1,CTB-30L5.1
10612,CTA-363E19.2,CTA-363E19.2
10631,AC005487.2,AC005487.2
10632,AC003088.1,AC003088.1
10638,AC004112.4,AC004112.4
10643,HRAT17,HRAT17
10657,AC006159.4,AC006159.4
10667,AC000111.6,AC000111.6
10669,AC003084.2,AC003084.2
10684,RP5-1101C3.1,RP5-1101C3.1
10688,RP11-332K15.1,RP11-332K15.1
10691,RP11-390E23.3,RP11-390E23.3
10698,RP5-921G16.1,RP5-921G16.1
10703,AC005276.1,AC005276.1
10706,AC000123.4,AC000123.4
10711,AC073934.6,AC073934.6
10716,RP11-62J1.4,RP11-62J1.4
10735,RP11-309L24.10,RP11-309L24.10
10750,RP11-775D22.3,RP11-775D22.3
10759,RP11-2E11.6,RP11-2E11.6
10761,RP11-2E11.9,RP11-2E11.9
10764,RP11-36B6.1,RP11-36B6.1
10773,AC009518.4,AC009518.4
10775,AC011625.1,AC011625.1
10777,AC009518.8,AC009518.8
10780,AC008154.4,AC008154.4
10782,AC008154.5,AC008154.5
10800,RP11-644N4.1,RP11-644N4.1
10805,AC009784.3,AC009784.3
10812,AC022173.2,AC022173.2
10823,FMC1-LUC7L2,C7orf55
10825,FMC1-LUC7L2,C7orf55-LUC7L2
10844,RP5-842K16.2,RP5-842K16.2
10845,RP11-744I24.2,RP11-744I24.2
10938,LLCFC1,C7orf34
10942,RP11-556I13.2,RP11-556I13.2
10945,AC073342.12,AC073342.12
10950,RP11-563K23.1,RP11-563K23.1
10982,RP11-143I21.1,RP11-143I21.1
10989,RP4-751H13.7,RP4-751H13.7
10992,RP11-445N20.3,RP11-445N20.3
10993,RP11-728K20.3,RP11-728K20.3
10994,RP11-728K20.2,RP11-728K20.2
10995,RP11-545G3.1,RP11-545G3.1
11000,RP4-584D14.5,RP4-584D14.5
11003,RP4-584D14.6,RP4-584D14.6
11021,RP11-148K1.10,RP11-148K1.10
11025,RP11-148K1.12,RP11-148K1.12
11034,RP5-1070G24.2,RP5-1070G24.2
11042,RP5-981O7.2,RP5-981O7.2
11062,AC021218.2,AC021218.2
11063,AC073133.2,AC073133.2
11064,AC073133.1,AC073133.1
11067,AC005534.8,AC005534.8
11073,RP4-639J15.3,RP4-639J15.3
11077,AC006372.5,AC006372.5
11079,AC005481.5,AC005481.5
11082,AC011899.10,AC011899.10
11092,RP13-465B17.4,RP13-465B17.4
11093,RP13-465B17.5,RP13-465B17.5
11105,RP13-297E16.4,RP13-297E16.4
11106,RP13-297E16.5,RP13-297E16.5
11124,RP11-706O15.7,RP11-706O15.7
11125,RP11-733O18.1,RP11-733O18.1
11128,RP11-1M18.1,RP11-1M18.1
11133,RP11-692P14.1,RP11-692P14.1
11149,GS1-590J6.3,GS1-590J6.3
11158,RP11-791M20.1,RP11-791M20.1
11166,RP1-122K4.2,RP1-122K4.2
11167,RP1-122K4.3,RP1-122K4.3
11179,GS1-594A7.3,GS1-594A7.3
11225,RP13-314C10.5,RP13-314C10.5
11238,RP11-149B9.2,RP11-149B9.2
11248,RP11-305F18.1,RP11-305F18.1
11258,RP13-43E11.1,RP13-43E11.1
11264,RP11-265P11.1,RP11-265P11.1
11267,RP11-157D23.2,RP11-157D23.2
11268,RP13-126P21.2,RP13-126P21.2
11271,RP11-320G24.1,RP11-320G24.1
11277,RP5-1172N10.2,RP5-1172N10.2
11283,RP1-154K9.2,RP1-154K9.2
11285,RP3-326I13.1,RP3-326I13.1
11294,RP11-342D14.1,RP11-342D14.1
11298,RP5-1158E12.3,RP5-1158E12.3
11314,RP11-571E6.3,RP11-571E6.3
11334,AF196972.9,AF196972.9
11340,RP11-1148L6.5,RP11-1148L6.5
11344,AF196970.3,AF196970.3
11384,RP11-348F1.3,RP11-348F1.3
11385,RP11-348F1.2,RP11-348F1.2
11386,EZHIP,CXorf67
11390,RP11-33H15.1,RP11-33H15.1
11408,RP3-339A18.6,RP3-339A18.6
11433,RP11-431N15.2,RP11-431N15.2
11437,RP3-323P24.3,RP3-323P24.3
11441,NLRP2B,NLRP2P
11453,RP6-159A1.3,RP6-159A1.3
11496,RP11-402P6.11,RP11-402P6.11
11514,RP13-216E22.4,RP13-216E22.4
11525,MIR325HG,MIR325HG
11535,RTL3,ZCCHC5
11541,TENT5D,FAM46D
11554,RP1-138A5.3,RP1-138A5.3
11556,RP13-212L9.1,RP13-212L9.1
11569,RP11-524D16__A.3,RP11-524D16__A.3
11601,RP4-769N13.7,RP4-769N13.7
11608,LL0XNC01-237H1.3,LL0XNC01-237H1.3
11618,RP13-349O20.2,RP13-349O20.2
11619,LL0XNC01-250H12.3,LL0XNC01-250H12.3
11653,RP6-191P20.4,RP6-191P20.4
11659,RP6-24A23.6,RP6-24A23.6
11661,RP6-24A23.3,RP6-24A23.3
11668,RTL9,RGAG1
11673,SERTM2,LINC00890
11698,RP5-1139I1.1,RP5-1139I1.1
11699,RP5-1139I1.2,RP5-1139I1.2
11734,RP11-13E5.2,RP11-13E5.2
11738,RP1-30E17.2,RP1-30E17.2
11745,RP4-537K23.4,RP4-537K23.4
11772,RP11-308B5.2,RP11-308B5.2
11776,RP3-473B4.3,RP3-473B4.3
11781,RP11-85L21.4,RP11-85L21.4
11783,ETDB,LINC00633
11786,RP13-210D15.4,RP13-210D15.4
11788,RP11-265D19.6,RP11-265D19.6
11790,INTS6L-AS1,DDX26B-AS1
11815,XXyac-YR29IB3.1,XXyac-YR29IB3.1
11822,GS1-256O22.5,GS1-256O22.5
11825,SLITRK2,TMEM257
11826,L29074.3,L29074.3
11830,AF011889.5,AF011889.5
11834,RP5-937E21.8,RP5-937E21.8
11848,WI2-80269A6.1,WI2-80269A6.1
11861,U82695.5,U82695.5
11865,U82695.9,U82695.9
11875,U52111.14,U52111.14
11894,XX-FW83128A1.2,XX-FW83128A1.2
11927,RP13-228J13.1,RP13-228J13.1
11931,RP11-218L14.4,RP11-218L14.4
11941,RP11-63E5.6,RP11-63E5.6
11948,RP11-43A14.2,RP11-43A14.2
11949,CTD-3212A4.2,CTD-3212A4.2
11951,AF067845.3,AF067845.3
11955,CTD-2336O2.3,CTD-2336O2.3
11959,RP11-439C15.4,RP11-439C15.4
11961,RP11-439C15.5,RP11-439C15.5
11962,RP11-1049H7.2,RP11-1049H7.2
11964,CH17-174L20.1,CH17-174L20.1
11965,RP11-378A12.1,RP11-378A12.1
11966,RP11-134O21.1,RP11-134O21.1
11967,GS1-57L11.1,GS1-57L11.1
11969,RP11-124B13.1,RP11-124B13.1
11973,CTD-2541M15.3,CTD-2541M15.3
11977,GS1-24F4.2,GS1-24F4.2
11991,RP11-556O5.6,RP11-556O5.6
11993,CTA-398F10.1,CTA-398F10.1
11994,CTA-398F10.2,CTA-398F10.2
11996,RP11-211C9.1,RP11-211C9.1
12002,RP11-10A14.9,RP11-10A14.9
12003,RP11-10A14.5,RP11-10A14.5
12004,RP11-115J16.1,RP11-115J16.1
12005,RP11-375N15.2,RP11-375N15.2
12010,LINCR-0001,LINCR-0001
12016,CTD-2135J3.3,CTD-2135J3.3
12018,RP11-177H2.2,RP11-177H2.2
12021,AF131215.8,AF131215.8
12024,AF131216.6,AF131216.6
12029,RP11-148O21.4,RP11-148O21.4
12030,RP11-148O21.2,RP11-148O21.2
12043,RP11-419I17.1,RP11-419I17.1
12051,RP11-3G21.1,RP11-3G21.1
12054,RP11-13N12.2,RP11-13N12.2
12055,RP11-13N12.1,RP11-13N12.1
12058,RP11-468H14.2,RP11-468H14.2
12066,RP11-326L2.1,RP11-326L2.1
12069,RP11-156K13.2,RP11-156K13.2
12077,RP11-161I2.1,RP11-161I2.1
12078,RP11-420B22.1,RP11-420B22.1
12079,RP11-1080G15.1,RP11-1080G15.1
12080,RP11-1080G15.2,RP11-1080G15.2
12083,RP11-1105O14.1,RP11-1105O14.1
12086,AC100802.3,AC100802.3
12090,RP11-563N12.2,RP11-563N12.2
12091,RP11-369E15.1,RP11-369E15.1
12093,RP11-421P23.2,RP11-421P23.2
12114,RP11-582J16.3,RP11-582J16.3
12123,RP11-87E22.2,RP11-87E22.2
12127,RP11-875O11.2,RP11-875O11.2
12128,RP11-875O11.3,RP11-875O11.3
12131,RP11-1149O23.2,RP11-1149O23.2
12133,RP11-1149O23.4,RP11-1149O23.4
12138,CTC-756D1.2,CTC-756D1.2
12139,CTC-756D1.3,CTC-756D1.3
12144,RP11-624C23.1,RP11-624C23.1
12146,GS1-72M22.1,GS1-72M22.1
12151,RP11-395I14.2,RP11-395I14.2
12168,RP11-16P20.3,RP11-16P20.3
12174,RP11-380I10.4,RP11-380I10.4
12178,RP11-181B11.2,RP11-181B11.2
12184,CTD-2647L4.5,CTD-2647L4.5
12186,CTD-2647L4.1,CTD-2647L4.1
12188,RP11-486M23.1,RP11-486M23.1
12189,RP11-486M23.2,RP11-486M23.2
12192,RP11-94H18.1,RP11-94H18.1
12199,RP11-51J9.4,RP11-51J9.4
12204,CTD-2373N4.5,CTD-2373N4.5
12222,RP11-527N22.2,RP11-527N22.2
12224,RP11-150O12.3,RP11-150O12.3
12225,RP11-150O12.4,RP11-150O12.4
12226,RP11-346L1.2,RP11-346L1.2
12228,RP11-863K10.2,RP11-863K10.2
12237,KB-1836B5.4,KB-1836B5.4
12239,RP11-90P5.5,RP11-90P5.5
12241,RP11-90P5.2,RP11-90P5.2
12247,RP11-513D5.5,RP11-513D5.5
12248,RP11-513D5.2,RP11-513D5.2
12251,RP11-350N15.3,RP11-350N15.3
12252,RP11-350N15.6,RP11-350N15.6
12254,RP11-350N15.4,RP11-350N15.4
12256,RP11-675F6.3,RP11-675F6.3
12257,RP11-675F6.4,RP11-675F6.4
12260,RP11-723D22.3,RP11-723D22.3
12268,RP11-44K6.3,RP11-44K6.3
12269,RP11-44K6.4,RP11-44K6.4
12271,RP11-359E19.2,RP11-359E19.2
12279,RP11-360L9.4,RP11-360L9.4
12280,RP11-360L9.7,RP11-360L9.7
12282,RP11-360L9.8,RP11-360L9.8
12285,RP11-930P14.1,RP11-930P14.1
12289,RP11-589C21.5,RP11-589C21.5
12298,RP11-503E24.2,RP11-503E24.2
12308,RP11-350F16.1,RP11-350F16.1
12309,RP11-1134I14.8,RP11-1134I14.8
12316,RP11-770E5.1,RP11-770E5.1
12317,RP11-567J20.2,RP11-567J20.2
12319,RP11-567J20.1,RP11-567J20.1
12320,RP11-770E5.3,RP11-770E5.3
12323,PPDPFL,C8orf22
12324,RP11-10H3.1,RP11-10H3.1
12327,RP11-11C20.3,RP11-11C20.3
12330,RP11-546K22.3,RP11-546K22.3
12331,RP11-546K22.1,RP11-546K22.1
12333,RP11-1023P17.2,RP11-1023P17.2
12337,RP11-162D9.3,RP11-162D9.3
12339,RP11-1081M5.2,RP11-1081M5.2
12340,RP11-1081M5.1,RP11-1081M5.1
12341,RP11-400K9.4,RP11-400K9.4
12345,RP11-30L15.6,RP11-30L15.6
12356,CTA-397H3.3,CTA-397H3.3
12362,RP11-17A4.2,RP11-17A4.2
12364,RP11-17A4.3,RP11-17A4.3
12368,CTD-2339F6.1,CTD-2339F6.1
12378,RP11-379I19.3,RP11-379I19.3
12382,RP11-91I20.4,RP11-91I20.4
12383,RP11-91I20.3,RP11-91I20.3
12384,RP11-91I20.2,RP11-91I20.2
12386,RP11-33I11.2,RP11-33I11.2
12391,RP11-280G9.1,RP11-280G9.1
12392,RP11-705O24.1,RP11-705O24.1
12394,NKAIN3,UG0898H09
12395,RP11-659E9.2,RP11-659E9.2
12401,RP11-32K4.1,RP11-32K4.1
12402,RP11-21C4.1,RP11-21C4.1
12405,RP11-1D12.2,RP11-1D12.2
12411,CTD-2532N20.1,CTD-2532N20.1
12413,AC084082.3,AC084082.3
12420,VXN,C8orf46
12423,C8orf44-SGK3,C8orf44-SGK3
12432,RP11-7F18.2,RP11-7F18.2
12437,RP11-865I6.2,RP11-865I6.2
12441,RP11-159H10.3,RP11-159H10.3
12444,RP11-333A23.4,RP11-333A23.4
12449,RP11-326E22.1,RP11-326E22.1
12451,RP11-1102P16.1,RP11-1102P16.1
12455,RP11-142A23.1,RP11-142A23.1
12457,RP11-1145L24.1,RP11-1145L24.1
12458,RP11-531A24.3,RP11-531A24.3
12460,RP11-531A24.5,RP11-531A24.5
12466,RP11-434I12.3,RP11-434I12.3
12467,RP11-434I12.4,RP11-434I12.4
12470,RP11-463D19.1,RP11-463D19.1
12471,RP11-463D19.2,RP11-463D19.2
12477,RP11-6I2.4,RP11-6I2.4
12482,RP11-758M4.4,RP11-758M4.4
12485,RP11-697M17.2,RP11-697M17.2
12491,RP11-38H17.1,RP11-38H17.1
12497,RP11-1114I9.1,RP11-1114I9.1
12503,RP11-26J3.4,RP11-26J3.4
12506,RP11-92K15.1,RP11-92K15.1
12513,RP11-1149M10.1,RP11-1149M10.1
12515,RP11-363E6.4,RP11-363E6.4
12518,RP11-157I4.4,RP11-157I4.4
12522,RP11-257P3.3,RP11-257P3.3
12528,RP13-923O23.6,RP13-923O23.6
12530,RP11-354A14.1,RP11-354A14.1
12533,RP11-219B4.7,RP11-219B4.7
12535,RP11-219B4.3,RP11-219B4.3
12538,RP11-219B4.5,RP11-219B4.5
12543,CTA-392E5.1,CTA-392E5.1
12546,CTD-3118D11.2,CTD-3118D11.2
12551,RP11-386D6.2,RP11-386D6.2
12553,CTB-118P15.2,CTB-118P15.2
12555,RP11-586K2.1,RP11-586K2.1
12556,RP11-642C5.1,RP11-642C5.1
12564,AB015752.3,AB015752.3
12567,RP11-68L18.1,RP11-68L18.1
12571,GS1-251I9.3,GS1-251I9.3
12578,CTD-3239E11.2,CTD-3239E11.2
12584,RP11-10N23.2,RP11-10N23.2
12586,RP11-10N23.4,RP11-10N23.4
12587,RP11-10N23.5,RP11-10N23.5
12589,RP3-388N13.3,RP3-388N13.3
12591,RP3-388N13.5,RP3-388N13.5
12601,KB-1608C10.2,KB-1608C10.2
12604,RP11-347C18.5,RP11-347C18.5
12607,RP11-320N21.1,RP11-320N21.1
12608,RP11-320N21.2,RP11-320N21.2
12612,RP11-90D11.1,RP11-90D11.1
12615,KB-1043D8.6,KB-1043D8.6
12618,KB-1448A5.1,KB-1448A5.1
12621,KB-1958F4.2,KB-1958F4.2
12632,KB-1458E12.1,KB-1458E12.1
12635,KB-1517D11.4,KB-1517D11.4
12636,RP11-44N12.5,RP11-44N12.5
12638,RP11-44N12.2,RP11-44N12.2
12647,KB-1991G8.1,KB-1991G8.1
12648,KB-173C10.2,KB-173C10.2
12649,KB-173C10.1,KB-173C10.1
12650,KB-1615E4.2,KB-1615E4.2
12651,KB-1615E4.3,KB-1615E4.3
12656,FLJ42969,FLJ42969
12657,KB-1460A1.1,KB-1460A1.1
12658,KB-1460A1.3,KB-1460A1.3
12662,KB-1410C5.3,KB-1410C5.3
12663,KB-1930G5.4,KB-1930G5.4
12670,KB-431C1.5,KB-431C1.5
12671,KB-1980E6.3,KB-1980E6.3
12676,KB-1254G8.1,KB-1254G8.1
12678,KB-1507C5.3,KB-1507C5.3
12680,KB-1639H6.2,KB-1639H6.2
12686,RP11-318M2.3,RP11-318M2.3
12689,RP11-1C8.6,RP11-1C8.6
12692,RP11-1C8.5,RP11-1C8.5
12693,RP11-1C8.7,RP11-1C8.7
12694,RP11-1C8.4,RP11-1C8.4
12700,RP11-574O7.1,RP11-574O7.1
12701,RP11-152P17.3,RP11-152P17.3
12704,RP11-649G15.2,RP11-649G15.2
12717,RP11-422N16.3,RP11-422N16.3
12721,AF178030.2,AF178030.2
