Run,cell_type
SRR10780208,Macrophage
SRR10790977,Monocyte non-conventional
SRR10779518,Macrophage
SRR10779658,Fibroblast adventitial
SRR10795895,T cell CD8
SRR10791457,T cell CD8
SRR10790295,cDC2
SRR10784355,Ciliated
SRR10797447,Epithelial cell other C5
SRR10777481,Monocyte conventional
SRR10792090,Monocyte conventional
SRR10795814,Plasma cell
SRR10798504,Macrophage
SRR10797077,Pericyte
SRR10794722,other C19
SRR10778007,Pericyte
SRR10782275,T cell CD4
SRR10782273,Monocyte conventional
SRR10786106,Smooth muscle cell
SRR10778349,T cell CD4
SRR10784048,Epithelial cell other C1
SRR10794969,T cell CD4
SRR10784560,T cell CD8
SRR10791062,cDC2
SRR10787728,Basal
SRR10795899,Macrophage
SRR10795799,DC Lagerhans
SRR10796677,Plasma cell
SRR10790216,Endothelial cell
SRR10796128,Macrophage
SRR10789691,T cell CD8
SRR10787711,NK cell
SRR10784187,Endothelial cell
SRR10783684,other C17
SRR10798450,Basal
SRR10782095,Smooth muscle cell
SRR10782471,T cell CD8
SRR10789397,Basal
SRR10787377,Monocyte conventional
SRR10779449,Macrophage
SRR10789182,T cell CD8
SRR10779783,Epithelial cell other C1
SRR10784331,Plasma cell
SRR10789219,B cell
SRR10793392,Epithelial cell other C1
SRR10783793,Fibroblast adventitial
SRR10794048,Ciliated
SRR10786809,Plasma cell
SRR10784340,Fibroblast adventitial
SRR10789793,Fibroblast adventitial
SRR10793938,Pericyte
SRR10795873,Macrophage
SRR10788937,Macrophage
SRR10797037,T cell CD8
SRR10797868,Alveolar cell type 2
SRR10788060,Pericyte
SRR10784182,cDC2
SRR10786951,Basal
SRR10783073,pDC
SRR10791538,Club
SRR10798630,T cell CD8
SRR10789970,T cell CD4
SRR10791364,B cell
SRR10787182,Macrophage
SRR10784115,Epithelial cell other C1
SRR10796048,Fibroblast alveolar
SRR10785544,Macrophage
SRR10795221,T cell CD8
SRR10794154,NK cell
SRR10778795,Alveolar cell type 1
SRR10784398,T cell CD8
SRR10796605,Macrophage
SRR10790009,Alveolar cell type 2
SRR10789122,Alveolar cell type 1
SRR10792631,Monocyte non-conventional
SRR10795275,T cell CD4
SRR10783980,Macrophage
SRR10787749,Macrophage
SRR10777243,Monocyte conventional
SRR10782919,T cell CD8
SRR10787472,Mast cell
SRR10794746,Basal
SRR10785386,Epithelial cell other C1
SRR10794436,Macrophage
SRR10781224,NK cell
SRR10782820,Macrophage
SRR10790796,Smooth muscle cell
SRR10787256,Macrophage
SRR10791401,T cell CD8
SRR10782066,Macrophage
SRR10798091,T cell CD8
SRR10791117,Basal
SRR10785423,Endothelial cell
SRR10792586,T cell CD4
SRR10792326,Fibroblast adventitial
SRR10791052,cDC2
SRR10783346,Macrophage
SRR10778526,T cell CD4
SRR10781104,T cell CD8
SRR10785810,Macrophage
SRR10789195,Macrophage
SRR10783105,Epithelial cell other C5
SRR10780977,B cell
SRR10777500,Endothelial cell
SRR10781355,T cell CD4
SRR10797587,T cell CD8
SRR10795843,Fibroblast adventitial
SRR10778630,Basal
SRR10795602,Mast cell
SRR10789878,Smooth muscle cell
SRR10795497,other C21
SRR10788149,Monocyte non-conventional
SRR10787718,Monocyte non-conventional
SRR10793823,T cell CD4
SRR10777684,Alveolar cell type 2
SRR10787179,Macrophage
SRR10797544,Macrophage
SRR10793288,Epithelial cell other C1
SRR10796018,Fibroblast adventitial
SRR10797036,T cell CD8
SRR10786787,T cell CD4
SRR10782388,Epithelial cell other C5
SRR10791191,Fibroblast adventitial
SRR10796606,Macrophage
SRR10787702,T cell CD4
SRR10781523,DC mature
SRR10793724,Monocyte non-conventional
SRR10786545,Macrophage
SRR10795350,Alveolar cell type 2
SRR10798113,Epithelial cell other C4
SRR10798444,Fibroblast alveolar
SRR10778332,Epithelial cell other C4
SRR10795372,Macrophage
SRR10795274,T cell CD8
SRR10791826,T cell regulatory
SRR10786044,T cell CD8
SRR10781798,Plasma cell
SRR10792940,Club
SRR10779097,Alveolar cell type 2
SRR10789329,Monocyte non-conventional
SRR10793858,other C21
SRR10787852,Macrophage
SRR10789757,Fibroblast adventitial
SRR10791139,Macrophage
SRR10786307,other C17
SRR10784392,Macrophage
SRR10782842,Macrophage
SRR10793472,DC mature
SRR10778527,Plasma cell
SRR10789755,Macrophage
SRR10793281,T cell CD8
SRR10780490,Monocyte non-conventional
SRR10787097,Macrophage
SRR10789326,cDC1
SRR10795881,T cell CD4
SRR10792111,Fibroblast adventitial
SRR10788564,Basal
SRR10798332,T cell regulatory
SRR10785495,Macrophage
SRR10794084,T cell CD8
SRR10792050,T cell CD8
SRR10796366,Epithelial cell other C4
SRR10778816,Monocyte non-conventional
SRR10785283,Macrophage
SRR10783994,Basal
SRR10789061,Plasma cell
SRR10795819,Macrophage
SRR10795470,Macrophage
SRR10779565,Mast cell
SRR10782181,Fibroblast alveolar
SRR10785069,Epithelial cell other C1
SRR10779903,Epithelial cell other C5
SRR10789056,T cell CD4
SRR10794243,Epithelial cell other C5
SRR10793482,Basal
SRR10786175,Macrophage
SRR10779648,Epithelial cell other C5
SRR10780096,Macrophage
SRR10785668,NK cell
SRR10786285,other C19
SRR10781340,Macrophage
SRR10777526,Macrophage
SRR10792887,Club
SRR10792848,B cell
SRR10795553,Basal
SRR10781853,Epithelial cell other C5
SRR10781185,Mast cell
SRR10794886,T cell CD4
SRR10787806,Epithelial cell other C5
SRR10786397,Monocyte non-conventional
SRR10798004,Macrophage
SRR10783830,Macrophage
SRR10794806,Mast cell
SRR10782549,T cell CD8
SRR10791681,NK cell
SRR10787261,T cell CD4
SRR10783061,B cell
SRR10788086,Epithelial cell other C1
SRR10795020,Fibroblast adventitial
SRR10783106,other C21
SRR10788625,T cell dividing
SRR10781024,Epithelial cell other C2
SRR10794915,Macrophage
SRR10794037,NK cell
SRR10797542,Plasma cell
SRR10787951,pDC
SRR10787572,cDC2
SRR10792266,T cell CD8
SRR10784021,Epithelial cell other C4
SRR10783802,T cell CD8
SRR10789901,Macrophage
SRR10781000,Macrophage
SRR10785867,cDC2
SRR10780018,T cell CD4
SRR10798158,Macrophage
SRR10795355,pDC
SRR10787598,Basal
SRR10780040,T cell CD4
SRR10796259,Fibroblast adventitial
SRR10779853,Epithelial cell other C1
SRR10785414,Endothelial cell
SRR10792623,Epithelial cell other C5
SRR10780310,Plasma cell
SRR10785839,Endothelial cell
SRR10789340,other C17
SRR10780884,Fibroblast alveolar
SRR10784226,Epithelial cell other C2
SRR10797149,Macrophage
SRR10791543,Fibroblast adventitial
SRR10793116,Monocyte conventional
SRR10796115,Macrophage
SRR10787838,Mesothelial
SRR10778603,cDC2
SRR10794874,B cell
SRR10781915,Plasma cell
SRR10787512,T cell CD4
SRR10779513,Macrophage
SRR10783956,Fibroblast adventitial
SRR10790603,T cell CD8
SRR10790966,Endothelial cell
SRR10789960,Macrophage
SRR10796978,B cell
SRR10796299,Macrophage
SRR10788365,Macrophage
SRR10780493,T cell CD8
SRR10783326,T cell CD8
SRR10794879,Smooth muscle cell
SRR10789276,T cell CD4
SRR10783963,DC mature
SRR10798615,T cell regulatory
SRR10782523,Monocyte non-conventional
SRR10780358,Fibroblast adventitial
SRR10784756,Fibroblast adventitial
SRR10795570,Monocyte non-conventional
SRR10794183,Epithelial cell other C5
SRR10793155,Fibroblast adventitial
SRR10786502,Endothelial cell
SRR10780503,Endothelial cell
SRR10787600,Basal
SRR10779455,Fibroblast adventitial
SRR10792260,Macrophage
SRR10793420,other C17
SRR10796930,Fibroblast adventitial
SRR10794283,Mast cell
SRR10784963,DC mature
SRR10791949,Monocyte conventional
SRR10786242,Macrophage
SRR10789468,Monocyte conventional
SRR10779554,Endothelial cell
SRR10788028,Alveolar cell type 2
SRR10778293,Monocyte conventional
SRR10783537,Smooth muscle cell
SRR10786949,other C17
SRR10793730,T cell CD4
SRR10790626,Monocyte non-conventional
SRR10795315,T cell CD4
SRR10788025,B cell
SRR10789246,other C29
SRR10794784,cDC2
SRR10779638,Basal
SRR10787169,Mast cell
SRR10781509,Plasma cell
SRR10787580,Club
SRR10797448,Mast cell
SRR10795680,other C17
SRR10784396,Mast cell
SRR10785840,Endothelial cell
SRR10795694,pDC
SRR10797335,Fibroblast alveolar
SRR10790124,Macrophage
SRR10790506,Epithelial cell other C1
SRR10796783,T cell dividing
SRR10789683,T cell regulatory
SRR10787844,Macrophage
SRR10782088,B cell
SRR10788642,T cell CD8
SRR10783349,Fibroblast adventitial
SRR10780972,T cell CD4
SRR10781626,Smooth muscle cell
SRR10787817,Monocyte non-conventional
SRR10792703,T cell CD4
SRR10795476,Pericyte
SRR10780681,Club
SRR10785022,pDC
SRR10788409,Monocyte non-conventional
SRR10780369,T cell regulatory
SRR10779772,Monocyte non-conventional
SRR10787780,T cell CD4
SRR10786158,Macrophage
SRR10788686,Mesothelial
SRR10780756,Macrophage
SRR10784718,B cell
SRR10788364,cDC2
SRR10792756,Basal
SRR10781153,T cell dividing
SRR10797630,T cell CD4
SRR10796612,Mesothelial
SRR10797839,Monocyte non-conventional
SRR10798281,Ciliated
SRR10777856,Fibroblast adventitial
SRR10792773,Macrophage
SRR10783049,T cell CD8
SRR10778357,Macrophage
SRR10777888,Smooth muscle cell
SRR10779177,Macrophage
SRR10790459,other C19
SRR10790908,Monocyte non-conventional
SRR10780129,Macrophage
SRR10780194,Alveolar cell type 2
SRR10779617,T cell regulatory
SRR10782163,Pericyte
SRR10782290,B cell
SRR10797376,Epithelial cell other C2
SRR10780986,T cell CD8
SRR10778998,Epithelial cell other C5
SRR10790141,Epithelial cell other C1
SRR10788398,Club
SRR10798378,Monocyte conventional
SRR10782037,Monocyte non-conventional
SRR10783444,Epithelial cell other C1
SRR10786881,NK cell
SRR10785084,Monocyte non-conventional
SRR10797991,Endothelial cell
SRR10787396,T cell CD8
SRR10791149,T cell CD8
SRR10790596,Club
SRR10782847,Club
SRR10786400,T cell CD8
SRR10796028,Basal
SRR10781301,Monocyte non-conventional
SRR10777661,Endothelial cell
SRR10782575,Fibroblast adventitial
SRR10779832,Basal
SRR10795869,Club
SRR10782468,Plasma cell
SRR10780870,Endothelial cell
SRR10789707,other C17
SRR10781609,T cell CD8
SRR10785973,Monocyte non-conventional
SRR10789438,T cell CD4
SRR10796145,cDC2
SRR10781223,Fibroblast alveolar
SRR10786896,Fibroblast adventitial
SRR10777732,T cell CD8
SRR10777399,Basal
SRR10782938,Fibroblast adventitial
SRR10794249,Basal
SRR10786300,Fibroblast adventitial
SRR10783496,Monocyte conventional
SRR10790269,T cell CD8
SRR10792670,T cell CD8
SRR10788376,Epithelial cell other C4
SRR10790335,Macrophage
SRR10798529,T cell CD8
SRR10785006,Mast cell
SRR10794578,Alveolar cell type 2
SRR10791606,Macrophage
SRR10784745,Epithelial cell other C1
SRR10797821,T cell CD4
SRR10788485,Smooth muscle cell
SRR10787540,Basal
SRR10778705,Plasma cell
SRR10797218,T cell CD8
SRR10785011,Monocyte non-conventional
SRR10787361,Smooth muscle cell
SRR10791448,Fibroblast adventitial
SRR10789315,Macrophage
SRR10793867,Plasma cell
SRR10778546,Club
SRR10780487,Epithelial cell other C1
SRR10790452,Mast cell
SRR10786570,Club
SRR10781775,Fibroblast adventitial
SRR10784723,T cell CD8
SRR10784667,T cell CD4
SRR10791078,Epithelial cell other C5
SRR10796391,Fibroblast adventitial
SRR10794271,Alveolar cell type 2
SRR10788298,Fibroblast adventitial
SRR10778736,Basal
SRR10786433,Endothelial cell
SRR10793521,Mesothelial
SRR10786340,Alveolar cell type 2
SRR10781841,T cell CD8
SRR10786181,T cell CD4
SRR10797350,Endothelial cell
SRR10795429,cDC2
SRR10786028,Macrophage
SRR10792687,Macrophage
SRR10785117,Fibroblast adventitial
SRR10788612,Macrophage
SRR10790070,pDC
SRR10778874,T cell CD8
SRR10785879,T cell CD4
SRR10790828,Endothelial cell
SRR10781869,Fibroblast adventitial
SRR10792067,other C21
SRR10779805,T cell CD8
SRR10781338,Club
SRR10785628,Plasma cell
SRR10795831,T cell CD4
SRR10789692,T cell CD8
SRR10797209,Monocyte non-conventional
SRR10780749,Basal
SRR10791901,Basal
SRR10790750,T cell CD4
SRR10779746,Epithelial cell other C1
SRR10791789,B cell
SRR10795826,B cell
SRR10784676,Fibroblast adventitial
SRR10785500,Macrophage
SRR10794391,Plasma cell
SRR10784504,T cell CD8
SRR10785140,B cell
SRR10788747,T cell regulatory
SRR10786629,Epithelial cell other C5
SRR10795650,pDC
SRR10797877,Smooth muscle cell
SRR10788114,Plasma cell
SRR10792228,Endothelial cell
SRR10791983,Epithelial cell other C1
SRR10780062,Macrophage
SRR10793327,Macrophage
SRR10789728,Epithelial cell other C1
SRR10797263,Fibroblast adventitial
SRR10783216,Basal
SRR10787513,T cell regulatory
SRR10792615,Mast cell
SRR10782151,other C17
SRR10794828,Plasma cell
SRR10781478,Endothelial cell
SRR10778463,T cell regulatory
SRR10785226,Alveolar cell type 2
SRR10791338,Plasma cell
SRR10793556,Epithelial cell other C1
SRR10788112,Alveolar cell type 2
SRR10791063,Club
SRR10788760,T cell CD8
SRR10781426,T cell CD4
SRR10796047,B cell
SRR10785541,B cell
SRR10787810,Fibroblast adventitial
SRR10781230,Macrophage
SRR10781714,Basal
SRR10788843,Macrophage
SRR10791374,B cell
SRR10795094,cDC1
SRR10790087,Epithelial cell other C1
SRR10789845,Epithelial cell other C1
SRR10783639,Fibroblast adventitial
SRR10782479,Fibroblast adventitial
SRR10795539,Macrophage
SRR10787050,Macrophage
SRR10784625,Monocyte conventional
SRR10779769,B cell
SRR10780259,T cell CD4
SRR10782968,Epithelial cell other C5
SRR10793125,Fibroblast adventitial
SRR10785870,Macrophage
SRR10784935,DC mature
SRR10778753,T cell CD4
SRR10790572,NK cell
SRR10796724,Monocyte conventional
SRR10784611,Basal
SRR10796595,Epithelial cell other C1
SRR10781912,Macrophage
SRR10789358,Epithelial cell other C1
SRR10778027,T cell CD8
SRR10792051,Epithelial cell other C1
SRR10795438,Plasma cell
SRR10791674,Plasma cell
SRR10783108,Monocyte non-conventional
SRR10793886,cDC2
SRR10784558,Macrophage
SRR10791285,Alveolar cell type 2
SRR10796290,Epithelial cell other C1
SRR10795178,Macrophage
SRR10785155,T cell CD4
SRR10788744,Plasma cell
SRR10777274,Epithelial cell other C1
SRR10787471,Mast cell
SRR10780639,Mast cell
SRR10780239,Epithelial cell other C1
SRR10790317,T cell CD4
SRR10778664,B cell
SRR10794368,other C19
SRR10790924,Monocyte conventional
SRR10786527,T cell CD4
SRR10778608,NK cell
SRR10786627,T cell CD8
SRR10792279,cDC2
SRR10795987,Epithelial cell other C1
SRR10798452,cDC2
SRR10795388,cDC2
SRR10796238,Fibroblast adventitial
SRR10783159,Mesothelial
SRR10783182,T cell CD8
SRR10781676,T cell CD8
SRR10788631,T cell CD4
SRR10777353,T cell CD8
SRR10778566,Epithelial cell other C1
SRR10795086,Macrophage
SRR10781090,Endothelial cell
SRR10793989,Monocyte non-conventional
SRR10796430,Pericyte
SRR10796409,other C33
SRR10782786,T cell CD4
SRR10797195,Epithelial cell other C1
SRR10778309,Macrophage
SRR10784970,Macrophage
SRR10788808,cDC2
SRR10788137,Monocyte non-conventional
SRR10780072,Plasma cell
SRR10779329,Mesothelial
SRR10791451,Epithelial cell other C4
SRR10778436,B cell
SRR10783203,T cell CD8
SRR10784660,T cell CD4
SRR10795169,other C21
SRR10786877,T cell CD4
SRR10779155,Alveolar cell type 2
SRR10787480,Monocyte conventional
SRR10787140,Monocyte conventional
SRR10795866,T cell CD8
SRR10792549,Fibroblast adventitial
SRR10778219,Endothelial cell
SRR10778653,Plasma cell
SRR10790086,Macrophage
SRR10793652,Fibroblast alveolar
SRR10793860,Macrophage
SRR10792169,Fibroblast adventitial
SRR10797148,Epithelial cell other C1
SRR10783030,Plasma cell
SRR10782526,Fibroblast adventitial
SRR10781201,T cell CD4
SRR10791818,Basal
SRR10792663,Plasma cell
SRR10794460,Alveolar cell type 2
SRR10780180,Macrophage
SRR10794020,Macrophage
SRR10782233,cDC2
SRR10794104,B cell
SRR10779062,Epithelial cell other C5
SRR10787911,Fibroblast adventitial
SRR10795609,Plasma cell
SRR10781512,Monocyte non-conventional
SRR10780669,other C21
SRR10791418,Epithelial cell other C4
SRR10797163,Plasma cell
SRR10797041,T cell CD8
SRR10782301,Mast cell
SRR10789963,Epithelial cell other C5
SRR10792576,Epithelial cell other C5
SRR10785263,B cell
SRR10794888,T cell CD4
SRR10777236,Alveolar cell type 2
SRR10785723,Fibroblast adventitial
SRR10790048,Monocyte conventional
SRR10788621,Mast cell
SRR10778967,Monocyte non-conventional
SRR10777676,T cell dividing
SRR10791130,Club
SRR10778988,Smooth muscle cell
SRR10785697,T cell CD8
SRR10783065,Macrophage
SRR10783274,Epithelial cell other C1
SRR10778405,Plasma cell
SRR10784343,Club
SRR10790988,Monocyte non-conventional
SRR10782060,Mast cell
SRR10782758,pDC
SRR10789547,Monocyte conventional
SRR10783420,Endothelial cell
SRR10791762,Mast cell
SRR10781658,Epithelial cell other C5
SRR10782913,T cell CD8
SRR10788759,Plasma cell
SRR10785956,cDC2
SRR10784918,Fibroblast adventitial
SRR10788497,Mesothelial
SRR10780185,Epithelial cell other C1
SRR10788681,B cell
SRR10783970,B cell
SRR10790341,Plasma cell
SRR10797657,Endothelial cell
SRR10784628,NK cell
SRR10797762,pDC
SRR10793283,B cell
SRR10791928,Epithelial cell other C1
SRR10779368,cDC1
SRR10789646,Pericyte
SRR10778283,Macrophage
SRR10790534,T cell CD4
SRR10798540,Pericyte
SRR10786019,Fibroblast alveolar
SRR10783303,Macrophage
SRR10784575,Endothelial cell
SRR10793009,other C32
SRR10788180,Endothelial cell
SRR10790403,T cell CD8
SRR10784136,T cell CD4
SRR10778291,T cell CD4
SRR10791336,Alveolar cell type 2
SRR10781166,T cell regulatory
SRR10788309,Fibroblast adventitial
SRR10785376,Smooth muscle cell
SRR10791442,Pericyte
SRR10791883,T cell CD4
SRR10788766,Mesothelial
SRR10796879,Monocyte non-conventional
SRR10779048,T cell regulatory
SRR10779096,Alveolar cell type 2
SRR10778135,Monocyte non-conventional
SRR10790467,T cell CD8
SRR10792876,T cell CD4
SRR10780159,Fibroblast adventitial
SRR10798213,Macrophage
SRR10795673,Basal
SRR10778284,Monocyte non-conventional
SRR10790820,Ciliated
SRR10797841,Alveolar cell type 2
SRR10783145,Macrophage
SRR10781778,Monocyte non-conventional
SRR10787160,Mesothelial
SRR10783968,T cell CD4
SRR10778456,Mast cell
SRR10793765,T cell CD8
SRR10788729,Macrophage
SRR10788839,Goblet
SRR10796050,Smooth muscle cell
SRR10791454,Fibroblast adventitial
SRR10791469,T cell CD4
SRR10795646,Basal
SRR10798099,T cell CD8
SRR10784415,Macrophage
SRR10788536,T cell CD8
SRR10789741,Pericyte
SRR10784749,Monocyte non-conventional
SRR10797223,NK cell
SRR10789111,other C21
SRR10781035,Fibroblast adventitial
SRR10785974,Basal
SRR10795251,NK cell
SRR10777807,Macrophage
SRR10785220,Plasma cell
SRR10782580,Macrophage
SRR10798349,Basal
SRR10794479,Epithelial cell other C2
SRR10792070,Basal
SRR10780592,pDC
SRR10780189,T cell regulatory
SRR10798580,Monocyte non-conventional
SRR10779838,Macrophage
SRR10786639,T cell CD4
SRR10780007,Monocyte non-conventional
SRR10792174,Macrophage
SRR10791791,T cell CD4
SRR10786172,Monocyte non-conventional
SRR10790486,Basal
SRR10797916,Macrophage
SRR10795106,Plasma cell
SRR10798120,T cell CD4
SRR10785352,Epithelial cell other C5
SRR10787376,T cell CD4
SRR10783031,Epithelial cell other C1
SRR10783316,Plasma cell
SRR10779340,Fibroblast adventitial
SRR10784493,T cell regulatory
SRR10785385,Macrophage
SRR10781486,T cell CD4
SRR10777515,Basal
SRR10782802,Epithelial cell other C3
SRR10785149,T cell CD8
SRR10786769,Macrophage
SRR10787282,Fibroblast adventitial
SRR10783500,pDC
SRR10790684,Fibroblast alveolar
SRR10786471,Macrophage
SRR10793675,Macrophage
SRR10781721,other C21
SRR10794443,Fibroblast adventitial
SRR10795128,Macrophage
SRR10795982,Club
SRR10792136,Fibroblast adventitial
SRR10796686,T cell CD8
SRR10778822,Fibroblast adventitial
SRR10782603,Plasma cell
SRR10784501,B cell
SRR10798544,Macrophage
SRR10791225,Endothelial cell
SRR10795465,Epithelial cell other C4
SRR10779141,T cell CD8
SRR10785383,Epithelial cell other C1
SRR10784337,Plasma cell
SRR10780733,Smooth muscle cell
SRR10794186,Fibroblast alveolar
SRR10786650,Smooth muscle cell
SRR10777686,Epithelial cell other C4
SRR10783855,T cell CD8
SRR10798537,T cell CD8
SRR10783643,Macrophage
SRR10777867,Epithelial cell other C5
SRR10782619,Smooth muscle cell
SRR10784349,Monocyte conventional
SRR10785407,T cell CD4
SRR10790121,pDC
SRR10796098,Basal
SRR10797246,Macrophage
SRR10797934,pDC
SRR10787133,Epithelial cell other C1
SRR10785337,DC mature
SRR10795699,B cell
SRR10792928,Plasma cell
SRR10787981,pDC
SRR10798418,Epithelial cell other C5
SRR10780539,Macrophage
SRR10790054,Fibroblast adventitial
SRR10782697,Macrophage
SRR10778818,Macrophage
SRR10779151,T cell CD8
SRR10792506,Fibroblast alveolar
SRR10798471,other C17
SRR10797532,Monocyte non-conventional
SRR10785146,Fibroblast adventitial
SRR10782192,Fibroblast adventitial
SRR10779901,Macrophage
SRR10784086,Pericyte
SRR10790960,Fibroblast adventitial
SRR10797119,T cell CD4
SRR10793241,Epithelial cell other C5
SRR10778165,Alveolar cell type 2
SRR10778364,Pericyte
SRR10792167,Endothelial cell
SRR10795115,cDC2
SRR10790765,NK cell
SRR10796192,T cell CD8
SRR10793343,Epithelial cell other C5
SRR10782253,Macrophage
SRR10798175,Epithelial cell other C1
SRR10797162,Alveolar cell type 2
SRR10793615,T cell CD8
SRR10788227,T cell dividing
SRR10778171,Monocyte non-conventional
SRR10785096,Fibroblast adventitial
SRR10786329,T cell CD8
SRR10780244,other C29
SRR10795911,Fibroblast adventitial
SRR10783765,Macrophage
SRR10794984,Monocyte non-conventional
SRR10778355,Basal
SRR10798105,DC mature
SRR10781096,T cell CD4
SRR10778600,Club
SRR10798190,Monocyte non-conventional
SRR10793486,Macrophage
SRR10780181,Epithelial cell other C5
SRR10796410,Goblet
SRR10789236,Fibroblast alveolar
SRR10788888,T cell CD8
SRR10792162,Fibroblast adventitial
SRR10791163,Monocyte non-conventional
SRR10787278,T cell CD4
SRR10781748,Mast cell
SRR10792796,Endothelial cell
SRR10780785,Smooth muscle cell
SRR10795349,Alveolar cell type 2
SRR10784881,Endothelial cell
SRR10782699,Epithelial cell other C5
SRR10792483,Alveolar cell type 1
SRR10787757,Plasma cell
SRR10793875,Mast cell
SRR10793567,Fibroblast alveolar
SRR10781986,Macrophage
SRR10778423,Monocyte conventional
SRR10791125,Fibroblast adventitial
SRR10790231,Basal
SRR10795360,Epithelial cell other C5
SRR10784463,Ciliated
SRR10783007,Basal
SRR10793148,Basal
SRR10780545,Endothelial cell
SRR10786040,Alveolar cell type 2
SRR10797012,Basal
SRR10788388,Plasma cell
SRR10793492,T cell CD8
SRR10787799,Pericyte
SRR10792766,Epithelial cell other C5
SRR10795076,Basal
SRR10790521,T cell CD8
SRR10782449,Fibroblast adventitial
SRR10777346,Epithelial cell other C5
SRR10782396,Epithelial cell other C1
SRR10796291,Epithelial cell other C1
SRR10779854,T cell CD4
SRR10781550,NK cell
SRR10779612,Monocyte non-conventional
SRR10786372,NK cell
SRR10789640,other C19
SRR10785432,Basal
SRR10783403,Club
SRR10784809,Pericyte
SRR10787652,Fibroblast alveolar
SRR10780630,DC mature
SRR10796863,Macrophage
SRR10789759,Alveolar cell type 2
SRR10782637,NK cell
SRR10791268,Monocyte non-conventional
SRR10787001,Epithelial cell other C4
SRR10783067,Endothelial cell
SRR10784116,T cell CD8
SRR10779499,Endothelial cell
SRR10793827,Fibroblast adventitial
SRR10793004,T cell CD4
SRR10786362,T cell CD4
SRR10786548,Endothelial cell
SRR10781214,B cell
SRR10797649,T cell CD8
SRR10786596,Macrophage
SRR10795435,T cell CD4
SRR10786296,Epithelial cell other C4
SRR10789024,T cell CD8
SRR10793070,T cell CD8
SRR10779134,Epithelial cell other C5
SRR10786997,Endothelial cell lymphatic
SRR10787007,Basal
SRR10792186,Macrophage
SRR10787861,Basal
SRR10791751,Pericyte
SRR10787177,T cell dividing
SRR10796834,Epithelial cell other C1
SRR10792291,Macrophage
SRR10793474,Mast cell
SRR10792987,Plasma cell
SRR10785171,Basal
SRR10779172,Alveolar cell type 1
SRR10782236,Fibroblast adventitial
SRR10789992,T cell CD8
SRR10787552,Fibroblast alveolar
SRR10791168,T cell CD4
SRR10786853,Epithelial cell other C1
SRR10790498,Fibroblast adventitial
SRR10792755,T cell CD4
SRR10779753,Smooth muscle cell
SRR10778798,Alveolar cell type 2
SRR10797386,T cell CD8
SRR10782918,Mast cell
SRR10789265,Endothelial cell lymphatic
SRR10791706,Macrophage
SRR10795610,Alveolar cell type 1
SRR10798016,Mast cell
SRR10781370,Monocyte non-conventional
SRR10777754,Basal
SRR10786506,Club
SRR10793698,Basal
SRR10790935,Basal
SRR10797338,T cell CD4
SRR10794263,Fibroblast adventitial
SRR10779240,Epithelial cell other C1
SRR10782773,Macrophage
SRR10780900,Monocyte conventional
SRR10781522,Monocyte non-conventional
SRR10795009,Monocyte conventional
SRR10782736,T cell CD4
SRR10777383,T cell CD4
SRR10778807,T cell CD4
SRR10779086,Epithelial cell other C3
SRR10795389,T cell CD8
SRR10796140,T cell CD8
SRR10777402,Macrophage
SRR10792609,Epithelial cell other C4
SRR10789204,Alveolar cell type 2
SRR10788848,Monocyte non-conventional
SRR10792957,T cell CD4
SRR10787794,Basal
SRR10797212,cDC2
SRR10798065,Epithelial cell other C1
SRR10798515,Club
SRR10780074,T cell CD4
SRR10779041,other C17
SRR10789927,T cell CD4
SRR10783628,Club
SRR10791194,Plasma cell
SRR10795653,T cell CD8
SRR10778409,Mast cell
SRR10793622,Epithelial cell other C3
SRR10793108,Club
SRR10794979,Endothelial cell
SRR10791556,B cell
SRR10797614,T cell CD8
SRR10785401,pDC
SRR10786461,cDC2
SRR10786940,Mesothelial
SRR10788751,Monocyte conventional
SRR10784378,Endothelial cell
SRR10779315,T cell regulatory
SRR10798499,Ciliated
SRR10793415,cDC1
SRR10784744,Epithelial cell other C1
SRR10783291,Plasma cell
SRR10790865,Plasma cell
SRR10781132,Monocyte non-conventional
SRR10778585,T cell CD8
SRR10782070,other C21
SRR10794214,Fibroblast alveolar
SRR10779992,T cell CD4
SRR10777579,T cell CD4
SRR10798244,T cell CD4
SRR10796512,Mast cell
SRR10779125,Epithelial cell other C5
SRR10793714,Alveolar cell type 2
SRR10779327,T cell CD8
SRR10795352,DC mature
SRR10790323,NK cell
SRR10796385,T cell regulatory
SRR10789064,Monocyte non-conventional
SRR10783046,Endothelial cell
SRR10783705,T cell CD8
SRR10784165,Mast cell
SRR10779219,Epithelial cell other C4
SRR10794519,other C19
SRR10788601,Mast cell
SRR10788898,other C19
SRR10793799,B cell
SRR10777979,other C17
SRR10789106,T cell dividing
SRR10788544,T cell CD4
SRR10781694,Basal
SRR10783288,Plasma cell
SRR10795161,Macrophage
SRR10795576,Macrophage
SRR10796970,other C21
SRR10779711,Monocyte conventional
SRR10796813,Monocyte conventional
SRR10794978,Endothelial cell lymphatic
SRR10790415,Macrophage
SRR10785253,Macrophage
SRR10788467,Smooth muscle cell
SRR10782047,Epithelial cell other C5
SRR10780188,T cell CD8
SRR10781763,Fibroblast adventitial
SRR10787477,T cell regulatory
SRR10793252,T cell CD4
SRR10778072,Club
SRR10788078,Fibroblast adventitial
SRR10796412,Club
